IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
934329,685000,0,513000,0,437000,0,0,0,116000,1000,0,0,0,,,,,,,,,55000,,,,,,,,,
934673,,,,,,,,,,,,,,6767,0,4394,0,0,0,0,0,99,1946,328,4186,0,0,,,,
935250,,,,,,,,,,,,,,4334,0,375,0,0,0,0,0,933,2019,1007,0,0,312,Loans In Process,,,
935308,,,,,,,,,,,,,,6410,,223,0,142,,,,1700,4482,5,,,,,,,
935559,,,,,,,,,,,,,,2186,0,15,0,0,0,0,0,1157,1014,0,0,0,0,,,,
935577,,,,,,,,,,,,,,2246,0,274,0,0,0,0,0,1487,440,45,196,0,0,,,,
935719,,,,,,,,,,,,,,1882,0,1604,0,0,392,0,0,188,90,0,578,0,0,Accrued Pension Liabilities,,,
936136,,,,,,,,,,,,,,62552,,46051,0,,11934,,,2844,11160,2497,,,,OPERATING LEASE LIABILITIES,,,
936426,,,,,,,,,,,,,,277474,,231048,0,,89012,,,21608,19307,5511,,,,Interest Rate Swap,,,
936462,,,,,,,,,,,,,,185856,,82395,0,,,,,7764,90879,4818,,,58837,,,,
936583,,,,,,,,,,,,,,20937,0,12754,0,4378,0,0,0,2352,5716,115,5239,0,0,,,,
936640,,,,,,,,,,,,,,1829,0,32,0,0,0,0,0,1041,756,0,0,0,0,,,,
936837,,,,,,,,,,,,,,578,0,4,0,0,0,0,0,448,126,0,0,0,0,,,,
936855,742860,0,464539,0,0,0,0,0,189795,4138,0,0,0,,,,,,,,,84388,,,,,,,,,
937339,,,,,,,,,,,,,,2255,,1175,0,,618,,,395,685,0,,,,BOLI Reserve,,,
937553,,,,,,,,,,,,,,666,0,108,0,0,0,0,0,518,37,3,74,0,0,,,,
937740,,,,,,,,,,,,,,8620,0,6119,0,0,0,0,0,530,1693,278,5977,0,127,,,,
937759,,,,,,,,,,,,,,713,0,67,30,0,0,0,0,373,152,91,0,0,0,,,,
937834,,,,,,,,,,,,,,516,0,96,0,0,0,0,0,254,150,16,0,0,0,,,,
937843,,,,,,,,,,,,,,125,0,0,0,0,0,0,0,48,77,0,0,0,0,,,,
938354,,,,,,,,,,,,,,105,0,0,0,0,0,0,0,45,60,0,0,0,0,,,,
938550,,,,,,,,,,,,,,472,0,24,0,24,0,0,0,97,274,77,0,0,0,,,,
938859,,,,,,,,,,,,,,8119,0,4671,0,0,0,0,0,226,2174,1048,3190,821,0,,,,
939070,,,,,,,,,,,,,,949,0,244,0,0,233,0,0,105,580,20,0,0,0,ATM Settlement,,,
939249,,,,,,,,,,,,,,10611,,156,0,,,,,6349,2506,1600,72,84,,,,,
940021,,,,,,,,,,,,,,1150,,815,0,,,,,20,315,0,815,,,escrow reserve,,,
940311,536000,0,279000,0,0,122000,0,0,215000,12000,0,0,0,,,,,,,,,30000,,,,,,Pension and Post Retirement Health Benefit Liability,,,
940674,,,,,,,,,,,,,,3087,0,2519,0,0,0,0,0,133,425,10,2178,0,0,,,,
940731,,,,,,,,,,,,,,1744,0,1388,0,0,0,0,0,55,301,0,1070,0,0,,,,
940852,,,,,,,,,,,,,,178,,0,0,,,,,159,19,0,,,,,,,
941541,,,,,,,,,,,,,,607,0,256,0,46,0,0,0,165,172,14,210,0,0,,,,
941804,,,,,,,,,,,,,,931,0,909,0,351,210,0,0,22,0,0,0,0,341,Deferred Loan Fees,Lease liability,,
942454,,,,,,,,,,,,,,4802,0,4642,0,0,0,0,0,115,45,0,4396,0,0,,,,
942539,,,,,,,,,,,,,,4146,0,109,0,0,0,0,0,3370,667,0,0,0,0,,,,
942847,,,,,,,,,,,,,,668,0,0,0,0,0,0,0,339,329,0,0,0,0,,,,
943143,,,,,,,,,,,,,,410,0,18,0,8,0,0,0,215,177,0,0,0,0,,,,
943152,,,,,,,,,,,,,,118,0,0,0,0,0,0,0,75,34,9,0,0,0,,,,
943273,,,,,,,,,,,,,,287,0,0,0,0,0,0,0,160,127,0,0,0,0,,,,
943675,,,,,,,,,,,,,,2770,0,1462,0,1108,0,0,0,141,1005,162,0,0,0,,,,
943853,,,,,,,,,,,,,,683,0,0,232,0,0,0,0,349,102,0,0,0,0,,,,
943974,,,,,,,,,,,,,,1130,0,693,0,324,0,0,0,74,363,0,0,0,368,,,,
944047,,,,,,,,,,,,,,3779,0,324,10,0,0,0,0,1824,1345,276,282,0,0,,,,
944337,,,,,,,,,,,,,,2435,0,1422,0,0,0,0,0,734,103,176,676,0,0,,,,
944355,,,,,,,,,,,,,,5298,,3267,0,,,,,1271,541,219,,,,,,,
944627,,,,,,,,,,,,,,8387,0,5329,0,0,0,0,0,256,2509,293,3685,0,1644,,,,
944739,,,,,,,,,,,,,,2174,0,10,0,0,0,0,0,493,1671,0,0,0,0,,,,
944748,,,,,,,,,,,,,,309,0,0,18,0,0,0,0,172,119,0,0,0,0,,,,
944935,,,,,,,,,,,,,,351,0,181,0,0,0,0,0,152,18,0,181,0,0,,,,
945026,,,,,,,,,,,,,,1706,,1097,0,,,,,11,598,0,755,,342,,,,
945053,,,,,,,,,,,,,,30017,,14648,0,7868,,,,1607,13172,590,,,,,,,
945071,,,,,,,,,,,,,,5360,0,4714,0,3259,0,0,0,8,415,223,1455,0,0,,,,
945950,,,,,,,,,,,,,,313,0,0,0,0,0,0,0,261,52,0,0,0,0,,,,
946274,,,,,,,,,,,,,,1779,0,1380,0,649,0,0,0,16,337,46,534,0,0,,,,
946555,,,,,,,,,,,,,,1201,0,521,0,0,0,0,0,290,390,0,319,0,0,,,,
947525,,,,,,,,,,,,,,2008,0,633,0,0,0,0,0,374,953,48,633,0,0,,,,
947749,,,,,,,,,,,,,,5637,0,2279,0,0,0,0,0,686,2460,212,1298,0,0,,,,
947776,,,,,,,,,,,,,,2374,0,1754,0,0,0,0,0,23,476,121,1732,0,0,,,,
948250,,,,,,,,,,,,,,924,0,0,0,0,0,0,0,176,741,7,0,0,0,,,,
948278,,,,,,,,,,,,,,895,0,237,54,0,0,0,0,510,72,22,0,0,0,Deferred prepaid interest,,,
948531,,,,,,,,,,,,,,2240,0,835,0,0,0,0,0,254,561,590,835,0,0,,,,
949154,,,,,,,,,,,,,,32057,,13465,0,,,,,5768,9361,3463,,,10615,,,,
949453,,,,,,,,,,,,,,86,0,2,0,0,0,0,0,72,12,0,0,0,0,,,,
950141,,,,,,,,,,,,,,3482,,1288,0,1048,,,,1098,872,224,,,,,,,
950178,,,,,,,,,,,,,,13536,0,9670,0,0,0,0,0,249,2919,698,0,0,6828,,,,
950356,,,,,,,,,,,,,,1128,0,149,0,0,0,0,0,178,801,0,149,0,0,,,,
950758,,,,,,,,,,,,,,750,,90,0,,,,,317,343,0,,,,,,,
951102,,,,,,,,,,,,,,6446,0,5726,0,0,0,0,0,15,705,0,3411,0,2146,,,,
952172,,,,,,,,,,,,,,12697,,7843,0,,,,,1690,2407,757,6226,,,,,,
952257,,,,,,,,,,,,,,587,0,0,0,0,0,0,0,353,234,0,0,0,0,,,,
952677,,,,,,,,,,,,,,19992,0,10316,0,2944,0,0,0,3041,5130,1505,1312,56,0,,,,
952846,,,,,,,,,,,,,,295,0,0,0,0,0,0,0,252,43,0,0,0,0,,,,
953535,,,,,,,,,,,,,,5976,0,2612,154,0,0,0,0,1600,1248,362,0,0,0,,,,
953843,,,,,,,,,,,,,,2027,0,0,0,0,0,0,0,530,1497,0,0,0,0,,,,
953852,,,,,,,,,,,,,,786,0,150,0,0,0,0,0,460,66,110,150,0,0,,,,
954158,,,,,,,,,,,,,,312,0,0,0,0,0,0,0,312,0,0,0,0,0,,,,
954251,,,,,,,,,,,,,,2575,,1641,0,,,,,494,300,140,1641,,,,,,
954279,,,,,,,,,,,,,,3522,0,934,0,0,0,279,0,214,2076,298,626,0,0,,ATM Settlement,,
954653,,,,,,,,,,,,,,147,0,0,0,0,0,0,0,45,102,0,0,0,0,,,,
954671,,,,,,,,,,,,,,875,0,376,0,0,294,0,0,419,80,0,0,0,0,Accrued Payroll,,,
955753,,,,,,,,,,,,,,421,0,0,0,0,0,0,0,120,203,98,0,0,0,,,,
955940,,,,,,,,,,,,,,1968,0,378,0,0,0,0,0,1149,195,246,0,0,314,,,,
955959,,,,,,,,,,,,,,5803,0,4033,0,0,29,0,0,201,1569,0,3756,0,120,CDARs incoming ratebridge payment,,,
955977,,,,,,,,,,,,,,10994,0,8237,0,0,0,0,0,981,1426,350,1980,0,4958,,,,
956134,,,,,,,,,,,,,,879,0,160,0,0,0,0,0,319,194,206,0,0,0,,,,
956152,,,,,,,,,,,,,,323,0,0,0,0,0,0,0,152,161,10,0,0,0,,,,
956255,,,,,,,,,,,,,,2328,0,20,0,0,0,0,0,358,1592,358,0,0,0,,,,
956358,,,,,,,,,,,,,,393,0,0,0,0,0,0,0,297,83,13,0,0,0,,,,
956376,,,,,,,,,,,,,,612,0,359,0,0,0,0,0,0,231,22,320,0,0,,,,
956527,,,,,,,,,,,,,,2375,0,0,0,0,0,0,0,890,1485,0,0,0,0,,,,
956554,,,,,,,,,,,,,,233,0,0,0,0,0,0,0,65,134,34,0,0,0,,,,
956750,,,,,,,,,,,,,,4667,0,777,0,0,182,107,0,287,2691,912,470,0,0,MEDICAL BENEFITS RESERVE,CONTRACT INCENTIVE,,
956938,,,,,,,,,,,,,,12169,0,6495,0,2676,0,0,0,3648,678,1348,1485,0,2066,,,,
956956,,,,,,,,,,,,,,1538,0,508,0,0,349,0,0,418,612,0,0,0,0,Score Card Liability,,,
957757,,,,,,,,,,,,,,3344,0,1825,0,0,1084,0,0,611,788,120,0,0,0,ATM Check Card Settlement,,,
958204,,,,,,,,,,,,,,48528,,43778,0,,,,,1460,3113,177,21759,,17741,,,,
958231,,,,,,,,,,,,,,90,0,0,0,0,0,0,0,90,0,0,0,0,0,,,,
958558,,,,,,,,,,,,,,2725,0,2079,0,0,0,0,0,581,65,0,1808,0,0,,,,
958763,,,,,,,,,,,,,,546,0,10,0,0,0,0,0,189,322,25,0,0,0,,,,
959304,,,,,,,,,,,,,,216736,,180335,0,13111,57355,,,9284,26115,1002,33167,19685,47485,Cash Collateral due - US Bank/PNC,0,,
959443,,,,,,,,,,,,,,2335,0,0,0,0,0,0,0,1228,1107,0,0,0,0,,,,
959630,,,,,,,,,,,,,,441,0,395,0,0,0,0,0,10,31,5,395,0,0,,,,
959715,,,,,,,,,,,,,,12231,,8398,0,110,,,,832,2251,750,5342,,2119,,,,
960047,,,,,,,,,,,,,,435,0,0,254,0,0,0,0,181,0,0,0,0,0,,,,
960551,,,,,,,,,,,,,,555,0,122,0,0,0,0,0,409,24,0,122,0,0,,,,
960560,,,,,,,,,,,,,,15922,0,12249,0,0,0,0,0,1686,1203,784,1786,0,10264,,,,
960935,,,,,,,,,,,,,,13123,,0,0,,,,,3458,8705,960,,,,,,,
961259,,,,,,,,,,,,,,4268,0,288,0,0,0,0,0,387,3223,370,0,0,285,,,,
961343,,,,,,,,,,,,,,1607,,635,0,,,,,101,850,21,564,,,,,,
961400,,,,,,,,,,,,,,7488,0,2797,211,107,0,0,0,28,4252,200,1722,0,964,,,,
961446,,,,,,,,,,,,,,1147,0,311,0,0,0,0,0,583,243,10,0,0,0,,,,
961576,,,,,,,,,,,,,,11565,,9663,0,,,,,63,1680,159,,,4748,,,,
961624,,,,,,,,,,,,,,229676,,146489,0,,,,,48111,31206,3870,,,82757,,,,
961811,,,,,,,,,,,,,,11465,,9088,0,,,,,1448,835,94,,,9088,,,,
962313,,,,,,,,,,,,,,451,0,0,0,0,0,0,0,75,376,0,0,0,0,,,,
962890,,,,,,,,,,,,,,13146,0,3075,0,517,0,0,0,5085,4274,712,487,0,1447,,,,
962966,,,,,,,,,,,,,,437621,0,155047,0,75593,66316,0,0,48105,234469,0,0,0,0,Credit Default Swap Liability,,,
963002,,,,,,,,,,,,,,6556,0,2352,0,0,0,0,0,278,3522,404,0,0,2352,,,,
963730,,,,,,,,,,,,,,1055,0,228,0,227,0,0,0,250,568,9,0,0,0,,,,
963945,,,,,,,,,,,,,,245375,,113263,25210,89309,,,,58339,33267,15296,,10173,9098,,,,
964157,,,,,,,,,,,,,,3576,0,1060,0,0,1060,0,0,404,2112,0,0,0,0,Future Lease Obligations,,,
964250,,,,,,,,,,,,,,403,0,17,0,0,0,0,0,288,83,15,0,0,0,,,,
965051,,,,,,,,,,,,,,710,0,380,0,0,97,0,75,330,0,0,208,0,0,ACCRUED EXPENSES,CD INTEREST CHECKS,UNEARNED INCOME CORR CONV CREDIT,
965789,,,,,,,,,,,,,,14657,,8145,0,,,,,1240,4137,1135,,,5865,Interest rate derivative liability,,,
966272,,,,,,,,,,,,,,356,0,115,0,0,0,0,0,99,132,10,0,0,0,,,,
966722,,,,,,,,,,,,,,3681,0,3134,0,0,0,0,0,510,37,0,2222,0,0,,,,
966731,,,,,,,,,,,,,,4109,0,1962,0,0,856,437,3,1670,460,17,666,0,0,Accrued IRS Withheld Int,Death Benefit Plan,Unearned Other Income,
966973,,,,,,,,,,,,,,134,0,77,0,10,8,0,0,12,18,27,49,0,0,Unearned Profit on Real Estate Owned,,,
967046,,,,,,,,,,,,,,8626,0,4996,0,0,0,0,0,1230,2252,148,4996,0,0,,,,
967952,,,,,,,,,,,,,,2508,0,1672,0,0,0,0,0,615,187,34,1672,0,0,,,,
968070,,,,,,,,,,,,,,127085,,101824,0,,58501,,,3443,17944,3874,,,,Low Income Housing Partnership,,,
968155,,,,,,,,,,,,,,951,0,0,0,0,0,0,0,208,698,45,0,0,0,,,,
968249,,,,,,,,,,,,,,2486,0,13,0,0,0,0,0,1915,537,21,0,0,0,,,,
968744,,,,,,,,,,,,,,5609,82,2295,0,0,0,0,0,2673,510,131,1659,0,0,,,,
969059,,,,,,,,,,,,,,81,0,14,0,0,0,0,0,67,0,0,0,0,0,,,,
969255,,,,,,,,,,,,,,2966,0,4,0,0,0,0,0,2358,604,0,0,0,0,,,,
969639,,,,,,,,,,,,,,2922,0,1458,0,0,0,0,0,454,650,360,1458,0,0,,,,
969844,,,,,,,,,,,,,,1461,0,715,0,0,0,0,0,307,439,0,608,0,0,,,,
969956,,,,,,,,,,,,,,175,0,3,0,0,0,0,0,63,109,0,0,0,0,,,,
970055,,,,,,,,,,,,,,1379,0,846,0,0,0,0,0,318,79,136,0,0,771,,,,
971070,,,,,,,,,,,,,,1644,0,1329,0,0,0,0,0,56,259,0,1324,0,0,,,,
971379,,,,,,,,,,,,,,20,0,17,0,0,0,0,0,3,0,0,0,0,0,,,,
971959,,,,,,,,,,,,,,20051,,1405,0,352,,,,12311,4326,2009,852,,,,,,
972143,,,,,,,,,,,,,,1337,0,3,0,0,0,0,0,1122,212,0,0,0,0,,,,
972406,,,,,,,,,,,,,,37492,,21634,1018,,,,,2,14838,0,,,21634,,,,
972648,,,,,,,,,,,,,,13994,,4870,0,,,,,6521,1688,915,4358,,,,,,
972732,,,,,,,,,,,,,,15527,,7893,0,,,,,4738,1822,1074,4155,,,,,,
972750,,,,,,,,,,,,,,434,0,29,0,0,0,0,0,72,333,0,0,0,0,,,,
972769,,,,,,,,,,,,,,10319,0,7934,0,0,0,0,0,935,1350,100,3198,0,4386,,,,
972862,,,,,,,,,,,,,,8387,1893,5530,0,0,0,0,0,520,1104,1233,0,0,1213,,,,
973252,,,,,,,,,,,,,,366,0,225,13,0,0,0,0,54,74,0,0,0,0,,,,
974558,,,,,,,,,,,,,,1199,0,0,0,0,0,0,0,406,793,0,0,0,0,,,,
974754,,,,,,,,,,,,,,4690,0,3696,0,0,977,1808,0,677,300,17,0,0,0,Lease Liability,Reserve for BTFP,,
975153,,,,,,,,,,,,,,2392,0,854,0,0,0,607,0,690,757,91,0,0,0,,FISERV EFT SETTLEMENT,,
975256,,,,,,,,,,,,,,1712,0,0,0,0,0,0,0,523,1020,169,0,0,0,,,,
975452,,,,,,,,,,,,,,399,0,245,0,15,0,0,0,154,0,0,230,0,0,,,,
975751,,,,,,,,,,,,,,101287,,10119,48992,8698,,,,9,42167,0,,,,,,,
975854,,,,,,,,,,,,,,2048,0,0,0,0,0,0,0,737,1311,0,0,0,0,EMPLOYEE HSA BENEFITS,,,
976534,,,,,,,,,,,,,,2410,0,1617,0,0,0,0,0,261,532,0,1455,0,0,,,,
976552,,,,,,,,,,,,,,11616,0,2118,0,0,0,0,0,5638,3860,0,934,546,622,,,,
976703,,,,,,,,,,,,,,550508,,421528,12,,0,0,0,6904,122064,0,,,420371,,,,
976954,,,,,,,,,,,,,,86,0,0,0,0,0,0,0,62,24,0,0,0,0,,,,
977045,,,,,,,,,,,,,,210,,0,0,,,,,148,62,0,,,,,,,
977250,,,,,,,,,,,,,,7505,0,6757,0,0,0,4529,0,37,502,209,0,0,0,,CASH LETTER IN PROCESS,,
977616,,,,,,,,,,,,,,1031,0,0,0,0,0,0,0,319,277,435,0,0,0,,,,
977652,,,,,,,,,,,,,,220,0,21,0,0,0,0,0,99,68,32,0,0,0,,,,
977951,,,,,,,,,,,,,,12303,,6086,0,,,,,2704,3200,313,,,2063,,,,
978118,,,,,,,,,,,,,,48850,,27477,0,,,,,3939,16368,1066,,7319,10661,,,,
979133,,,,,,,,,,,,,,2096,0,619,0,0,326,0,0,573,590,314,0,0,0,Escrow Payable,,,
979151,,,,,,,,,,,,,,1387,0,585,214,0,0,0,0,509,79,0,568,0,7,,,,
979357,,,,,,,,,,,,,,355,0,0,0,0,0,0,0,329,16,10,0,0,0,,,,
979375,,,,,,,,,,,,,,28316,,16901,0,,,,,2732,7536,1147,,,12504,,,,
979629,,,,,,,,,,,,,,5112,0,80,0,78,0,0,0,1231,3660,141,0,0,0,,,,
979759,,,,,,,,,,,,,,2322,0,1042,0,380,493,0,0,200,852,228,0,0,0,PENSION BENEFITS LIABILITY,,,
980438,,,,,,,,,,,,,,397,0,0,0,0,0,0,0,241,156,0,0,0,0,,,,
980531,,,,,,,,,,,,,,9533,,5575,0,,1908,,,805,2848,305,,,,ATM Settlement,,,
980661,581739,0,426160,0,154256,0,0,0,90621,33413,132571,0,0,,,,,,,,,31545,,,,,,,,,
980773,,,,,,,,,,,,,,3037,0,490,0,0,481,0,0,204,1965,378,0,0,0,UNEARNED INCOME,,,
980951,,,,,,,,,,,,,,883,,178,0,,,153,,336,295,74,,,,,Reloadable card pooled balances,,
980960,,,,,,,,,,,,,,13305,0,9130,0,0,0,0,0,268,3907,0,0,0,8610,,,,
981275,,,,,,,,,,,,,,125530,,99456,0,3380,21711,,,16940,5791,3343,9853,39579,18535,CRA PAYABLE,,,
981350,,,,,,,,,,,,,,126,,18,0,18,,,,88,1,19,,,,,,,
981453,,,,,,,,,,,,,,171,0,21,0,3,0,0,0,140,10,0,0,0,0,,,,
982142,,,,,,,,,,,,,,11027,0,3680,0,2388,0,0,0,3213,3510,624,0,0,1292,,,,
982348,,,,,,,,,,,,,,6641,0,1548,0,0,0,0,0,2216,2877,0,0,0,0,,,,
982553,,,,,,,,,,,,,,4004,0,0,0,0,0,0,0,809,2291,904,0,0,0,,,,
983055,,,,,,,,,,,,,,148,0,0,0,0,0,0,0,141,4,3,0,0,0,,,,
983158,,,,,,,,,,,,,,41,0,0,0,0,0,0,0,41,0,0,0,0,0,,,,
983457,,,,,,,,,,,,,,22846,0,19685,0,0,11201,0,0,1786,1184,191,0,0,0,Lease Liability,,,
983550,,,,,,,,,,,,,,1453,,850,0,,,,,462,141,0,415,,,,,,
984258,,,,,,,,,,,,,,2442,0,214,0,0,212,0,0,1096,1132,0,0,0,0,ATM/Debit Card Clearing,,,
984351,,,,,,,,,,,,,,765,0,0,0,0,0,0,0,382,375,8,0,0,0,,,,
984454,,,,,,,,,,,,,,230,0,163,0,38,0,0,0,56,0,11,125,0,0,,,,
984856,,,,,,,,,,,,,,1300,0,783,0,0,0,0,0,477,40,0,681,0,0,,,,
985451,,,,,,,,,,,,,,586,,7,0,,,,,9,570,0,,,,,,,
985479,,,,,,,,,,,,,,12054,0,4660,0,0,2112,1212,0,1284,5676,434,1257,0,0,Lease Liability,OCCH Unfunded,,
986159,,,,,,,,,,,,,,707,0,521,2,0,0,30,0,162,22,0,491,0,0,,Fees Collected not Earned,,
986551,,,,,,,,,,,,,,2002,,1164,0,,,,,804,34,0,954,,,Escrow Checks Payable,,,
986757,,,,,,,,,,,,,,143,,39,0,,,,,104,0,0,,,,,,,
986935,,,,,,,,,,,,,,1519,0,26,0,0,0,0,0,1059,434,0,0,0,0,,,,
987231,,,,,,,,,,,,,,1407,0,18,0,0,0,0,0,759,630,0,0,0,0,,,,
987259,,,,,,,,,,,,,,1499,0,747,0,0,0,0,0,286,466,0,0,0,568,,,,
987576,,,,,,,,,,,,,,67,0,0,0,0,0,0,0,38,29,0,0,0,0,,,,
987651,,,,,,,,,,,,,,707,0,237,0,0,0,0,0,182,68,220,0,0,0,,,,
987848,,,,,,,,,,,,,,1316,,705,228,,276,,,239,144,0,314,,,Deferred Revenue Inventive from Mastercard 10 yr. agreement,,,
988144,,,,,,,,,,,,,,1195,0,5,0,0,0,0,0,533,642,15,0,0,0,,,,
988153,,,,,,,,,,,,,,4447,,204,0,,,,,2984,954,305,190,,,,,,
988256,,,,,,,,,,,,,,222,0,0,0,0,0,0,0,201,21,0,0,0,0,,,,
988452,,,,,,,,,,,,,,2541,0,0,0,0,0,0,0,423,1978,140,0,0,0,,,,
989141,,,,,,,,,,,,,,1143,0,0,0,0,0,0,0,559,584,0,0,0,0,,,,
989347,,,,,,,,,,,,,,1904,0,287,0,0,268,0,0,456,582,579,0,0,0,ATM Debit Card Clearings Suspense Outstanding,,,
989534,,,,,,,,,,,,,,1507,0,806,0,0,0,0,0,679,22,0,0,0,640,,,,
989730,,,,,,,,,,,,,,6064,0,118,0,0,0,0,0,892,5054,0,0,118,0,,,,
989758,,,,,,,,,,,,,,384,0,24,0,0,0,0,0,285,75,0,0,0,0,,,,
989851,,,,,,,,,,,,,,1025,0,587,0,0,0,0,0,347,91,0,587,0,0,,,,
990053,,,,,,,,,,,,,,1073,0,0,0,0,0,0,0,403,560,110,0,0,0,,,,
990352,,,,,,,,,,,,,,3157,0,34,0,0,0,0,0,1027,2096,0,0,0,0,,,,
990642,,,,,,,,,,,,,,3533,0,2523,0,0,638,0,0,394,551,65,1831,0,0,Due to Bank Holding Company,,,
991078,,,,,,,,,,,,,,372,0,188,0,0,0,0,0,4,180,0,188,0,0,,,,
991135,,,,,,,,,,,,,,360,0,31,0,0,0,0,0,86,243,0,0,0,0,,,,
991340,,,,,,,,,,,,,,161756,,101618,0,,,,66242,33352,18092,8694,,,,,,Unfunded Commitments,
991359,,,,,,,,,,,,,,1019,,450,0,,434,,,363,206,0,,,,OTHER LIABILITIES-SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN ACCRUAL,,,
991555,,,,,,,,,,,,,,542,0,22,0,0,0,0,0,267,253,0,0,0,0,,,,
991621,,,,,,,,,,,,,,4643,,2628,0,,,,,1074,878,63,1430,,,,,,
991854,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,
992851,,,,,,,,,,,,,,1727,0,5,0,0,0,0,0,1722,0,0,0,0,0,,,,
993250,,,,,,,,,,,,,,1690,0,146,0,0,0,0,0,775,726,43,0,0,0,,Dividends Payable,,
994435,,,,,,,,,,,,,,6694,0,1841,0,0,0,0,0,957,3032,864,1530,0,0,,,,
994770,,,,,,,,,,,,,,231,0,0,0,0,0,0,0,173,58,0,0,0,0,,,,
995076,,,,,,,,,,,,,,22941,,19144,0,1093,,,,3368,34,395,,,14961,,,,
995272,,,,,,,,,,,,,,8690,0,7995,0,0,0,0,0,30,583,82,6580,0,0,,,,
995517,,,,,,,,,,,,,,3200,0,1262,0,0,960,0,0,886,1052,0,0,0,0,Deferred Comp/BOLI,,,
995571,,,,,,,,,,,,,,4947,,3296,0,,,,,471,1086,94,2636,,,,,,
995674,,,,,,,,,,,,,,2082,0,1528,0,0,1518,0,0,354,200,0,0,0,0,Checks in Process,,,
995955,,,,,,,,,,,,,,379,0,0,0,0,0,0,0,304,29,46,0,0,0,,,,
996260,,,,,,,,,,,,,,58937,,34465,0,,,,,10130,13436,906,,,23934,,,,
997155,,,,,,,,,,,,,,306,0,98,7,0,0,0,0,177,0,24,98,0,0,,,,
997557,,,,,,,,,,,,,,797,0,534,0,0,0,0,0,214,49,0,534,0,0,,,,
997847,,,,,,,,,,,,,,2909,,294,0,,,,,1395,703,517,279,,,,SBA FEES - PPP,,
998358,,,,,,,,,,,,,,150,0,0,0,0,0,0,0,69,81,0,0,0,0,,,,
998648,,,,,,,,,,,,,,2317,0,1964,0,0,0,0,0,190,163,0,1389,0,0,,,,
998657,,,,,,,,,,,,,,759,0,633,0,0,0,0,0,86,40,0,0,0,633,,,,
998844,,,,,,,,,,,,,,9302,0,2457,0,183,0,0,0,4561,2284,0,2273,0,0,,,,
999935,,,,,,,,,,,,,,7000,200,4690,0,43,,,,791,1321,198,3250,,1171,,,,
1000052,,,,,,,,,,,,,,2644,0,337,0,204,0,0,0,1002,1305,0,0,0,0,,,,
1000276,,,,,,,,,,,,,,2192,0,1570,0,0,48,0,0,4,568,50,447,0,1057,Gross Nonaccrual Interest Paid,Payments in Process,,
1000641,,,,,,,,,,,,,,5264,0,2531,0,0,0,0,0,819,1825,89,1081,0,0,,,,
1000856,,,,,,,,,,,,,,661,,572,0,,,,,3,86,0,572,,,,,,
1000959,,,,,,,,,,,,,,1267,,391,0,,,,,532,344,0,391,,,,,,
1001059,,,,,,,,,,,,,,4306,,599,0,,,,,2266,1103,338,,,437,,,,
1001152,,,,,,,,,,,,,,74768,,25764,0,,11914,,,12057,32530,4417,,,,Inv Pay - LIHTC partnerships,,,
1001639,,,,,,,,,,,,,,44927,,930,0,930,,,,32034,10699,1264,,,,,,,
1001648,,,,,,,,,,,,,,19629,,12246,0,,,,,3459,3024,900,,,10734,,,,
1001853,,,,,,,,,,,,,,4414,,1947,0,,,,,1937,437,93,1636,,,,,,
1002373,,,,,,,,,,,,,,7778,0,5691,0,0,0,0,0,51,1962,74,2042,0,2728,,,,
1002458,,,,,,,,,,,,,,803,0,276,0,130,139,0,0,133,394,0,0,0,0,Deferred Income from Mastercard Contract Incentive,,,
1002878,,,,,,,,,,,,,,226689,,159032,0,,,,,16178,37695,13784,,44450,64076,,,,
1002953,,,,,,,,,,,,,,169,0,84,0,0,5,0,0,66,0,19,0,0,0,Escrows,,,
1003455,,,,,,,,,,,,,,835,0,28,0,0,0,0,0,294,466,47,0,0,0,,,,
1003558,,,,,,,,,,,,,,2627,,1781,0,,,,,206,592,48,1738,,,,,,
1003839,,,,,,,,,,,,,,14374,0,11892,0,0,394,10620,353,1193,1289,0,501,0,0,Directors Death Benefits,Lease Liability,Deferred Fees Reserve,
1003950,,,,,,,,,,,,,,3063,0,0,0,0,0,0,0,76,2980,7,0,0,0,,,,
1004256,,,,,,,,,,,,,,324,0,129,0,0,0,0,0,97,98,0,0,0,0,,,,
1004470,,,,,,,,,,,,,,11904,0,9764,56,52,3652,0,0,118,1843,123,1072,0,0,Reserves,,,
1005075,,,,,,,,,,,,,,1569,0,1083,0,300,0,0,0,305,131,50,727,0,0,,,,
1005552,,,,,,,,,,,,,,2456,0,1743,0,0,0,0,0,255,445,13,0,0,1743,,,,
1005655,,,,,,,,,,,,,,728,,0,0,,,,,451,277,0,,,,,,,
1005851,,,,,,,,,,,,,,487,0,258,0,258,0,0,0,167,0,62,0,0,0,,,,
