IDRSSD,RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDB556,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,TEXT3549,TEXT3550,TEXT3551,
972750,,,,,,,,,,,,,,,,,,,0,624,1383,3361,202,204,0,0,0,1150,0,0,0,0,0,0,0,0,,,,
972769,,,,,,,,,,,,,,,,,,,0,3245,3973,10018,278,493,0,0,0,2307,0,0,0,0,0,0,0,0,,,,
972862,,,,,,,,,,,,,,,,,,,0,585,4055,9247,521,1079,0,0,0,3528,0,0,475,0,0,0,0,0,,,,
973252,,,,,,,,,,,,,,,,,,,0,648,55,1416,0,42,0,0,0,671,0,0,0,0,0,0,0,0,,,,
974558,,,,,,,,,,,,,,,,,,,0,64,1138,3077,0,34,0,0,0,1841,0,0,0,0,0,0,0,0,,,,
974754,,,,,,,,,,,,,,,,,,,0,1512,0,13714,499,604,0,0,0,4891,0,0,0,0,0,6052,0,655,,,,
975153,,,,,,,,,,,,,,,,,,,125,721,0,4287,323,588,0,0,0,2978,0,2,62,0,0,0,0,0,,,,
975256,,,,,,,,,,,,,,,,,,,0,2239,0,14029,400,507,0,0,0,6614,0,0,0,0,0,4669,0,0,,,,
975452,,,,,,,,,,,,,,,,,,,0,583,61,2259,241,241,0,0,0,189,0,0,0,0,0,1185,0,0,,,,
975751,,,,,,,,,,,,,,,,,,,,5109,0,57699,,52590,,,,0,,,48646,,0,0,0,0,,',,
975854,,,,,,,,,,,,,,,,,,,0,4277,0,8854,283,549,187,0,0,4028,0,0,0,0,0,0,0,0,DEBIT CARD PREUNDS ACCOUNT,,,
976534,,,,,,,,,,,,,,,,,,,0,1022,1118,8059,272,348,0,0,0,1515,0,0,0,0,0,4056,0,0,,,,
976552,,,,,,,,,,,,,,,,,,,0,5583,2498,34531,1925,3524,0,0,0,5066,0,0,0,0,0,17860,0,0,Federal Income Tax Receivable,,,
976703,,,,,,,,,,,,,,,,,,,,2425,13762,106502,,82549,73477,0,0,7766,,,,,0,0,0,0,Receivables,,,
976954,,,,,,,,,,,,,,,,,,,0,0,0,147,0,8,0,0,0,139,0,0,0,0,0,0,0,0,,,,
977045,,,,,,,,,,,,,,,,,,,,509,0,1752,112,164,,,,521,,,,,0,490,0,68,,,,
977250,,,,,,,,,,,,,,,,,,,0,937,155,12736,1796,1996,0,0,0,3203,0,0,0,0,0,5164,0,1281,,,,
977616,,,,,,,,,,,,,,,,,,,0,217,1428,2586,184,234,0,0,0,707,0,0,0,0,0,0,0,0,,,,
977652,,,,,,,,,,,,,,,,,,,0,200,0,785,111,161,0,0,0,424,0,0,0,0,0,0,0,0,,,,
977951,,,,,,,,,,,,,,,,,,,,2418,0,29585,883,3163,,,,6294,859,,992,,0,17710,0,0,0,,,
978118,,,,,,,,,,,,,,,,,,,,17990,17496,119965,6582,23951,,,,10782,11829,,,,0,45409,0,4337,,,,
979133,,,,,,,,,,,,,,,,,,,0,855,0,6099,1037,1936,0,0,0,2333,515,0,0,0,0,0,0,975,,,,
979151,,,,,,,,,,,,,,,,,,,0,350,0,11244,145,3459,3218,0,0,2437,0,0,0,0,0,4255,0,743,AFS DEFERRED TAX UNREALIZED,,,
979357,,,,,,,,,,,,,,,,,,,0,77,102,1333,165,170,5,0,0,401,0,0,0,0,0,583,0,0,PREPAID TAX NEG AMTS,,,
979375,,,,,,,,,,,,,,,,,,,,27808,18060,68469,1561,4960,2216,,,8823,,,,,0,8818,0,0,Current Federal Income Tax,,,
979629,,,,,,,,,,,,,,,,,,,109,1620,1802,27430,1568,3081,0,0,0,3166,0,0,61,0,0,13785,0,3976,,,,
979759,,,,,,,,,,,,,,,,,,,0,787,5414,10058,502,732,208,0,0,1865,0,0,0,0,0,1260,0,0,ATM COMPENSATING BALANCE,,,
980438,,,,,,,,,,,,,,,,,,,0,1295,18,4698,267,267,0,0,0,2635,0,0,0,0,0,483,0,0,,,,
980531,,,,,,,,,,,,,,,,,,,,3259,11421,46744,1974,6080,,,,5305,,,,,0,13101,2215,5363,,,,
980661,,32592,233962,1181717,163633,346390,,,,82512,,,,,0,139034,283888,63339,,32592,,,,,,,,,,,,,,,,,,,,
980773,,,,,,,,,,,,,,,,,,,0,3988,3912,29758,468,2148,0,0,0,2228,1005,0,675,0,0,10209,0,7273,,,,
980951,,,,,,,,,,,,,,,,,,,,1363,6053,9892,219,786,276,,94,1280,,,,,0,410,0,0,Trans-Fiserv Settlement: Network clearing Reserve,,Deferred Loan Origination,
980960,,,,,,,,,,,,,,,,,,,0,532,0,26687,1740,2024,0,0,0,3858,0,0,0,0,0,20273,0,0,,,,
981275,,,,,,,,,,,,,,,,,,,241,32189,50316,386936,7301,73932,2780,45876,,37063,4633,,,,0,133006,10027,50403,ASSETS OF DEF COMP PLAN,CRA RECEIVABLE,,
981350,,,,,,,,,,,,,,,,,,,,214,10,385,35,35,,,,126,,,,,0,0,0,0,,,,
981453,,,,,,,,,,,,,,,,,,,0,70,0,385,12,12,0,0,0,303,0,0,0,0,0,0,0,0,,,,
982142,,,,,,,,,,,,,,,,,,,0,6783,12341,44831,678,1218,138,0,0,6926,0,0,231,0,0,17563,0,0,Income tax receivable,,,
982348,,,,,,,,,,,,,,,,,,,0,17448,10428,52502,1014,4551,0,0,0,14720,0,0,0,0,0,5355,0,0,,,,
982553,,,,,,,,,,,,,,,,,,,0,506,1658,18010,230,1511,548,0,0,4271,0,0,0,0,0,10064,0,0,Gold,,,
983055,,,,,,,,,,,,,,,,,,,0,261,144,717,0,73,0,0,0,239,0,0,0,0,0,0,0,0,,,,
983158,,,,,,,,,,,,,,,,,,,0,0,0,987,0,0,0,0,0,987,0,0,0,0,0,0,0,0,,,,
983457,,,,,,,,,,,,,,,,,,,0,3840,14076,41818,5517,19551,10432,0,0,4351,0,0,0,0,0,0,0,0,Lease Assets,,,
983550,,,,,,,,,,,,,,,,,,,55,865,0,5953,241,472,,,,1202,,,1,,0,2795,0,619,,,,
984258,,,,,,,,,,,,,,,,,,,0,1779,0,24354,1986,2762,0,0,0,3967,0,0,0,0,0,11880,0,3966,,,,
984351,,,,,,,,,,,,,,,,,,,0,1282,240,5513,0,70,0,0,0,1735,0,0,0,0,0,2186,0,0,,,,
984454,,,,,,,,,,,,,,,,,,,0,171,0,3599,93,108,15,0,0,687,0,0,0,0,0,2633,0,0,Fiserv Debit Card Settlement,,,
984856,,,,,,,,,,,,,,,,,,,0,536,0,7227,305,319,0,0,0,1565,0,0,0,0,0,4458,0,349,,,,
985451,,,,,,,,,,,,,,,,,,,,955,0,1697,,62,,,,680,,,,,0,0,0,0,,,,
985479,,,,,,,,,,,,,,,,,,,0,7934,10246,53746,1738,7558,2001,0,0,6139,0,0,0,0,0,21869,0,0,Tax Credit Facility,,,
986159,,,,,,,,,,,,,,,,,,,0,287,0,2477,63,63,0,0,0,892,0,0,0,0,0,1235,0,0,,,,
986551,,,,,,,,,,,,,,,,,,,,358,0,6056,146,146,,,,1745,,,,,0,3807,0,0,,,,
986757,,,,,,,,,,,,,,,,,,,,295,27,631,5,97,,,,212,,,,,0,0,0,0,,,,
986935,,,,,,,,,,,,,,,,,,,0,169,3016,5281,589,589,0,0,0,1507,0,0,0,0,0,0,0,0,,,,
987231,,,,,,,,,,,,,,,,,,,0,316,0,4032,509,509,0,0,0,2301,0,0,0,0,0,906,0,0,,,,
987259,,,,,,,,,,,,,,,,,,,0,1014,0,7569,804,1204,0,0,0,5351,0,0,0,0,0,0,0,0,NON-POST,,,
987576,,,,,,,,,,,,,,,,,,,0,32,26,237,0,70,0,0,0,109,0,0,0,0,0,0,0,0,,,,
987651,,,,,,,,,,,,,,,,,,,0,3473,137,8224,0,140,0,0,0,780,0,0,0,0,0,3694,0,0,,,,
987848,,,,,,,,,,,,,,,,,,,,282,2043,6581,266,321,,,,1560,,,,,0,535,0,1840,,,,
988144,,,,,,,,,,,,,,,,,,,0,1607,0,3292,73,128,0,0,0,1557,0,0,0,0,0,0,0,0,,,,
988153,,,,,,,,,,,,,,,,,,,,547,733,12111,371,578,,,,9812,,,110,,0,441,0,0,,,,
988256,,,,,,,,,,,,,,,,,,,0,6,0,302,0,1,0,0,0,295,0,0,0,0,0,0,0,0,,,,
988452,,,,,,,,,,,,,,,,,,,0,1636,0,11401,487,1984,1196,0,0,1051,0,0,0,0,0,6730,0,0,rabbi trusts,,,
989141,,,,,,,,,,,,,,,,,,,0,1449,162,3104,0,69,0,0,0,1424,0,0,0,0,0,0,0,0,,,,
989347,,,,,,,,,,,,,,,,,,,0,1441,1261,8807,889,1291,323,0,0,4814,0,9,0,0,0,0,0,0,Independent Bankers Capital Fund,,,
989534,,,,,,,,,,,,,,,,,,,0,101,0,823,0,133,0,0,0,589,0,0,0,0,0,0,0,0,,,,
989730,,,,,,,,,,,,,,,,,,,0,2536,389,11790,496,865,0,0,0,1796,0,173,15,0,0,6204,0,0,,,,
989758,,,,,,,,,,,,,,,,,,,0,303,80,2619,117,136,0,0,0,1530,0,0,0,0,0,570,0,0,,,,
989851,,,,,,,,,,,,,,,,,,,0,394,0,2486,55,55,0,0,0,746,0,0,0,0,0,1291,0,0,,,,
990053,,,,,,,,,,,,,,,,,,,0,121,0,864,0,67,0,0,0,676,0,0,0,0,0,0,0,0,,,,
990352,,,,,,,,,,,,,,,,,,,0,6473,2227,45155,0,11304,10000,0,0,9620,0,0,0,0,0,12957,0,2574,DELAYED PAYMENT RECEIVABLE,,,
990642,,,,,,,,,,,,,,,,,,,0,1664,3768,16257,487,725,0,0,0,3122,0,0,0,0,0,6978,0,0,,,,
991078,,,,,,,,,,,,,,,,,,,0,926,41,2811,0,166,0,0,0,358,0,0,0,0,0,1320,0,0,,,,
991135,,,,,,,,,,,,,,,,,,,0,240,0,1827,191,346,0,0,0,381,0,0,0,0,0,860,0,0,,,,
991340,,,,,,,,,,,,,,,,,,,,137703,63200,396434,,78133,,,,31915,,,,,0,72401,0,13082,,,,
991359,,,,,,,,,,,,,,,,,,,,410,0,8808,,1887,1626,,,2082,,,,,0,4429,0,0,OTHER INVESTMENT-SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN,,,
991555,,,,,,,,,,,,,,,,,,,0,633,3863,6147,135,236,62,0,0,1415,0,0,0,0,0,0,0,0,Fiserv EFT Settlement,,,
991621,,,,,,,,,,,,,,,,,,,,643,3990,23771,716,730,,,,2433,,,,,0,15975,0,0,,,,
991854,,,,,,,,,,,,,,,,,,,0,20,0,410,50,246,196,0,0,144,0,0,0,0,0,0,0,0,ERC Receivable,,,
992851,,,,,,,,,,,,,,,,,,,0,0,0,4652,0,0,0,0,0,4652,0,0,0,0,0,0,0,0,,,,
993250,,,,,,,,,,,,,,,,,,,0,1016,1455,11973,526,612,0,0,0,3488,0,0,0,0,0,5402,0,0,,,,
994435,,,,,,,,,,,,,,,,,,,0,2590,12017,45410,0,4127,1341,0,0,8082,0,0,0,0,0,15624,0,2970,Accrued Income Tax Receivable,,,
994770,,,,,,,,,,,,,,,,,,,0,74,67,456,55,198,0,0,0,117,0,119,0,24,0,0,0,0,prepaid insurance,,,
995076,,,,,,,,,,,,,,,,,,,,1699,4624,26336,2124,6261,,,,13752,,,,,0,0,0,0,,,,
995272,,,,,,,,,,,,,,,,,,,0,354,2767,38233,577,1449,559,0,0,1558,0,0,0,0,0,25227,468,6410,Moneygram Deposit,,,
995517,,,,,,,,,,,,,,,,,,,0,894,2626,19191,319,763,0,0,0,5342,0,416,0,0,0,9557,9,0,,,,
995571,,,,,,,,,,,,,,,,,,,,156,0,4427,170,603,,,,1097,,,,,0,1157,0,1414,,,,
995674,,,,,,,,,,,,,,,,,,,0,2581,136,4194,435,483,0,0,0,994,0,0,0,0,0,0,0,0,,,,
995955,,,,,,,,,,,,,,,,,,,0,6,0,860,60,60,0,0,0,794,0,0,0,0,0,0,0,0,,,,
996260,,,,,,,,,,,,,,,,,,,,15000,31071,200464,12422,38842,22020,,,26585,,,,,0,87733,0,1233,CRA - INVESTMENT,,,
997155,,,,,,,,,,,,,,,,,,,0,216,0,1744,53,91,0,0,0,598,0,0,0,37,0,839,0,0,,,,
997557,,,,,,,,,,,,,,,,,,,0,3,0,2211,0,15,0,0,0,636,0,0,0,0,0,1557,0,0,,,,
997847,,,,,,,,,,,,,,,,,,,,2173,5215,13106,525,581,,,,2600,,52,,,0,2537,0,0,,,,
998358,,,,,,,,,,,,,,,,,,,0,189,0,1039,0,65,0,0,0,785,0,0,0,0,0,0,0,0,Debit Card Settlement,,,
998648,,,,,,,,,,,,,,,,,,,0,448,1173,3654,263,322,0,0,0,1085,0,0,0,0,0,626,0,0,,,,
998657,,,,,,,,,,,,,,,,,,,0,326,249,1376,159,172,0,0,0,629,0,0,13,0,0,0,0,0,,,,
998844,,,,,,,,,,,,,,,,,,,0,904,219,18619,293,808,0,0,0,13230,0,0,46,0,0,2458,0,1000,,,,
999935,,,,,,,,,,,,,,,,,,,,1414,2171,17040,478,1201,,,,1971,,,674,,0,6878,0,3405,,,,
1000052,,,,,,,,,,,,,,,,,,,0,1309,3876,21754,331,392,0,0,0,6608,0,0,26,0,0,9569,0,0,,,,
1000276,,,,,,,,,,,,,,,,,,,0,1346,4396,25390,396,883,418,15,11,1306,0,38,0,0,0,17459,0,0,INVESTMENT IN SOLAR CREDITS,Accounts Payable,Investor Loan Deferred Interest Receivable,
1000641,,,,,,,,,,,,,,,,,,,19,1377,2470,17958,771,2037,967,0,0,3284,0,0,0,0,0,8790,0,0,Operating Leases,,,
1000856,,,,,,,,,,,,,,,,,,,18,354,9,2304,54,72,,,,90,,,,,0,1779,0,0,,,,
1000959,,,,,,,,,,,,,,,,,,,,278,0,4937,,91,,,,1511,,,,,0,3057,0,0,,,,
1001059,,,,,,,,,,,,,,,,,,,,819,0,12437,,396,,,,7020,,,365,,0,4202,0,0,,,,
1001152,,,,,,,,,,,,,,,,,,,,23867,2660,413403,,180070,137526,,,38688,,,,,0,87752,26944,53422,Inv in LIHTC partnerships,,,
1001639,,,,,,,,,,,,,,,,,,,,17235,10842,47954,2314,2724,247,30,123,17153,,,,,0,0,0,0,Non-Post Debits,Other Assets-Inventory Supplies-,Debit Balance-Current Federal Income Tax,
1001648,,,,,,,,,,,,,,,,,,,,2872,10359,39755,2114,3808,,,,14962,,,,,0,7754,0,0,,,,
1001853,,,,,,,,,,,,,,,,,,,,721,1047,9391,929,1137,,,,1280,,,,,0,5206,0,0,,,,
1002373,,,,,,,,,,,,,,,,,,,0,4542,6166,28726,0,2699,0,0,0,2386,0,1517,0,0,0,6178,0,6755,,,,
1002458,,,,,,,,,,,,,,,,,,,0,795,0,1462,0,167,0,0,0,500,0,0,0,0,0,0,0,0,,,,
1002878,,,,,,,,,,,,,,,,,,,,35112,47923,533407,,146084,,,,50398,47938,,39657,,0,226425,14832,12633,,,,
1002953,,,,,,,,,,,,,,,,,,,0,508,0,2850,96,102,0,0,0,898,0,0,0,0,0,1342,0,0,,,,
1003455,,,,,,,,,,,,,,,,,,,0,5064,7433,17929,321,702,332,0,0,4023,0,0,0,0,0,707,0,0,EFT Prerefunds,,,
1003558,,,,,,,,,,,,,,,,,,,,675,0,10739,,459,,,,1011,,,,,0,8594,0,0,,,,
1003839,,,,,,,,,,,,,,,,,,,0,5760,1986,29062,870,11952,10726,0,0,1557,0,0,0,0,0,7807,0,0,Right of Use Asset,,,
1003950,,,,,,,,,,,,,,,,,,,0,60,362,9377,0,6686,0,0,0,2269,0,0,6534,0,0,0,0,0,,,,
1004256,,,,,,,,,,,,,,,,,,,0,408,0,2451,130,274,107,0,0,756,0,0,0,0,0,638,375,0,Deferred Patronage Dividends Telephone Cooperatives,,,
1004470,,,,,,,,,,,,,,,,,,,0,7952,0,45611,637,1799,355,785,0,4852,0,0,0,0,0,26617,687,3704,INVESTMENT RECEIVABLE PRINCIPAL,RIGHT-OF-USE-ASSET,,
1005075,,,,,,,,,,,,,,,,,,,0,1303,521,3472,292,834,388,0,0,814,0,0,0,0,0,0,0,0,Cinnaire Michigan Community Fund LP 20-6,=,,
1005552,,,,,,,,,,,,,,,,,,,0,814,1357,3765,0,701,0,0,0,893,0,0,0,0,0,0,0,0,,,,
1005655,,,,,,,,,,,,,,,,,,,,2,0,1437,57,57,,,,1370,,,,,8,0,0,0,,,,
1005851,,,,,,,,,,,,,,,,,,,0,376,0,3766,375,442,0,0,0,1729,0,0,0,0,0,1219,0,0,,,,
1006148,,,,,,,,,,,,,,,,,,,0,1825,882,18354,521,722,0,0,0,4779,0,0,0,0,0,10146,0,0,,,,
1006157,,,,,,,,,,,,,,,,,,,0,590,0,4735,99,100,0,0,0,675,0,0,0,0,0,2540,0,830,,,,
1006513,,,,,,,,,,,,,,,,,,,0,1167,3568,13095,202,3414,0,0,0,991,0,0,0,0,0,3955,0,0,,,,
1006559,,,,,,,,,,,,,,,,,,,0,636,868,2598,0,336,0,0,0,758,0,0,0,0,0,0,0,0,,,,
1006652,,,,,,,,,,,,,,,,,,,,1250,0,4128,139,162,,,,2716,,,,,0,0,0,0,,,,
1007015,,,,,,,,,,,,,,,,,,,,8110,18060,47219,5413,9039,2567,,,12010,,,,,0,0,0,0,Security Deposit with Vendor,,,
1007051,,,,,,,,,,,,,,,,,,,0,1814,0,5066,12,178,15,91,0,1009,0,60,0,0,0,2065,0,0,Prepaid Exp-General Insurance,Prepaid Exp-Service Contracts,,
1007154,,,,,,,,,,,,,,,,,,,0,3438,3705,23175,1043,2389,823,0,0,2408,0,28,0,0,0,4134,0,7101,FEDERAL INCOME TAX RECEIVABLE,,,
1007417,,,,,,,,,,,,,,,,,,,0,1955,17329,52923,1068,8801,0,0,0,3694,0,0,0,0,0,18256,0,2888,,,,
1007734,,,,,,,,,,,,,,,,,,,0,637,1778,13063,565,1208,0,0,0,2328,0,229,290,0,0,7112,0,0,,,,
1007752,,,,,,,,,,,,,,,,,,,0,757,0,7178,0,154,0,0,0,2356,0,0,0,0,0,3911,0,0,,,,
1007819,,,,,,,,,,,,,,,,,,,0,3968,13257,92239,4681,7859,2226,0,0,9877,0,0,0,0,0,51172,0,6106,Dealer Reserve,,,
1007873,,,,,,,,,,,,,,,,,,,0,530,2084,20483,829,1083,0,0,0,2418,0,0,0,0,0,12040,0,2328,,,,
1007930,,,,,,,,,,,,,,,,,,,0,0,0,5762,0,161,0,0,0,1890,0,0,0,0,0,3711,0,0,,,,
1007958,,,,,,,,,,,,,,,,,,,0,260,539,1824,113,113,0,0,0,912,0,0,0,0,0,0,0,0,,,,
1008076,,,,,,,,,,,,,,,,,,,0,2552,4869,19490,775,926,130,0,0,1418,0,0,0,0,0,7837,0,1888,Delayed Principal Payments,,,
1008151,,,,,,,,,,,,,,,,,,,0,308,60,2144,81,82,0,0,0,1694,0,0,0,0,0,0,0,0,,,,
1008209,,,,,,,,,,,,,,,,,,,0,1567,0,2799,260,277,0,0,0,955,0,0,0,0,0,0,0,0,,,,
1008450,,,,,,,,,,,,,,,,,,,0,104,0,806,145,150,5,0,0,552,0,0,0,0,0,0,0,0,Investment In Insurance Agency,,,
1008553,,,,,,,,,,,,,,,,,,,0,1033,0,5353,2,2,0,0,0,2175,0,0,0,0,0,2143,0,0,,,,
1008674,,,,,,,,,,,,,,,,,,,0,5067,9981,45777,802,10043,212,467,361,3048,710,0,58,0,0,0,17638,0,CASH SURRENDER VALUE LIF INS,DEFERRED DIRECTOR'S COMP,MISC ASSET,
1008955,,,,,,,,,,,,,,,,,,,0,77,0,876,0,62,0,0,0,737,0,0,0,0,0,0,0,0,Software - core/internet per FDIC,,,
1009242,,,,,,,,,,,,,,,,,,,0,11318,4241,44533,1729,1872,0,0,0,16469,0,0,0,0,0,10633,0,0,,,,
1009354,,,,,,,,,,,,,,,,,,,,17555,66088,129297,,8376,,,,15614,5445,,,,0,21664,0,0,,,,
1009756,,,,,,,,,,,,,,,,,,,0,1920,3385,14959,34,187,0,0,0,4929,0,0,0,0,0,4161,0,377,,,,
1009840,,,,,,,,,,,,,,,,,,,,392,226,1424,69,69,,,,737,,,,,0,0,0,0,income tax,,,
1010015,,,,,,,,,,,,,,,,,,,0,784,2372,13402,226,321,0,0,0,1452,0,0,0,0,0,8473,0,0,,,,
1010574,,,,,,,,,,,,,,,,,,,0,2888,563,8538,482,520,0,0,0,1483,0,0,0,0,0,3084,0,0,,,,
1011432,,,,,,,,,,,,,,,,,,,0,138,1308,3386,1142,1228,0,0,0,712,0,0,0,0,0,0,0,0,,,,
1011526,,,,,,,,,,,,,,,,,,,,23620,43199,335687,,122605,66600,45697,,21716,,,,,0,104264,0,20283,Loan Swap Asset,Tax Credit - Housing,,
1011553,,,,,,,,,,,,,,,,,,,0,536,805,4300,0,57,0,0,0,1186,0,0,0,0,0,1716,0,0,,,,
1011638,,,,,,,,,,,,,,,,,,,0,3321,8442,24366,964,1715,0,0,0,6088,0,0,0,0,0,4800,0,0,,,,
1011656,,,,,,,,,,,,,,,,,,,0,118,290,476,0,1,0,0,0,67,0,0,0,0,0,0,0,0,,,,
1011852,,,,,,,,,,,,,,,,,,,,0,0,245,22,22,,,,223,,,,,0,0,0,0,,,,
1011955,,,,,,,,,,,,,,,,,,,0,2609,0,22036,0,2409,1689,0,0,7315,0,0,0,0,0,9703,0,0,MC ANNUITIES,,,
1012251,,,,,,,,,,,,,,,,,,,0,944,7787,31557,700,969,0,0,0,2736,0,0,0,0,0,19121,0,0,,,,
1012457,,,,,,,,,,,,,,,,,,,0,0,0,1610,0,39,0,0,0,910,0,0,0,0,0,661,0,0,,,,
1012671,,,,,,,,,,,,,,,,,,,0,4839,6897,35711,426,1023,0,0,0,2063,0,0,518,0,0,19057,1832,0,,,,
1013070,,,,,,,,,,,,,,,,,,,,1166,7851,34843,973,1418,,,,2942,,168,,,0,19978,0,1488,,,,
1013650,,,,,,,,,,,,,,,,,,,0,155,748,2811,0,32,0,0,0,1710,0,0,0,0,0,166,0,0,,,,
1013744,,,,,,,,,,,,,,,,,,,0,129,1255,3893,269,1037,0,0,0,1472,0,0,756,0,0,0,0,0,,,,
1014059,,,,,,,,,,,,,,,,,,,,314,413,1180,,20,,,,433,,,,,0,0,0,0,,,,
1014125,,,,,,,,,,,,,,,,,,,0,1420,3580,25487,0,4294,2251,0,0,2413,0,0,0,0,0,12988,0,792,Net Pension Receivable,,,
1014246,,,,,,,,,,,,,,,,,,,0,193,0,1598,113,297,184,0,0,1108,0,0,0,0,0,0,0,0,STOCK OTHER,,,
1014255,,,,,,,,,,,,,,,,,,,0,30,0,531,0,21,0,0,0,480,0,0,0,0,0,0,0,0,,,,
1014376,,,,,,,,,,,,,,,,,,,0,1460,2176,9698,243,656,388,0,0,1091,0,0,0,0,0,1515,893,1907,Loan Late Fees Receivable,,,
1014451,,,,,,,,,,,,,,,,,,,0,656,0,1326,82,90,0,0,0,580,0,0,0,0,0,0,0,0,,,,
1014554,,,,,,,,,,,,,,,,,,,0,241,0,4778,177,210,0,0,0,1826,0,0,0,0,0,2501,0,0,,,,
1014657,,,,,,,,,,,,,,,,,,,,390,0,10815,391,425,,,,1321,,,,,0,8679,0,0,,,,
1014853,,,,,,,,,,,,,,,,,,,0,3023,0,12532,173,505,0,0,0,2885,147,0,0,0,0,4076,990,1053,,,,
1015252,,,,,,,,,,,,,,,,,,,2836,2214,0,16944,0,3874,0,0,0,4388,0,0,0,0,0,5178,0,1290,,,,
1015270,,,,,,,,,,,,,,,,,,,0,2528,5286,22673,417,1761,692,0,0,1917,0,0,445,0,0,5390,0,5791,Accrued Federal Income Tax,,,
1015458,,,,,,,,,,,,,,,,,,,0,86,0,1014,0,343,0,0,0,585,0,0,0,0,0,0,0,0,Reliafund Processing Fees,,,
1015560,,,,,,,,,,,,,,,,,,,,18169,9166,42458,1652,5701,3988,,,9422,,,45,,0,0,0,0,Prepaid Taxes,,,
1015841,,,,,,,,,,,,,,,,,,,0,685,640,9158,264,297,0,0,0,1799,0,0,0,0,0,4401,0,1336,Secondary market recievable,,,
1015850,,,,,,,,,,,,,,,,,,,0,663,0,7819,382,472,0,0,0,1612,0,0,0,0,0,5072,0,0,,,,
1016174,,,,,,,,,,,,,,,,,,,,5111,0,18453,4403,4617,,,,919,,,,,0,7806,0,0,0,0,0,
1016231,,,,,,,,,,,,,,,,,,,,4563,8562,32800,1305,3890,1098,,,5707,,,,,0,10078,0,0,Derivative Swap Collateral,,,
1016259,,,,,,,,,,,,,,,,,,,0,3407,0,24659,0,2175,0,0,0,8252,984,0,0,0,0,10825,0,0,,,,
1016558,,,,,,,,,,,,,,,,,,,0,645,123,2053,0,128,0,0,0,457,0,0,0,0,0,348,0,352,,,,
1016718,,,,,,,,,,,,,,,,,,,0,153,779,1922,168,168,0,0,0,822,0,0,0,0,0,0,0,0,,,,
1016848,,,,,,,,,,,,,,,,,,,,91,0,1141,124,233,,108,,817,,,,,0,0,0,0,,Fiserv Deposit,,
1016857,,,,,,,,,,,,,,,,,,,0,1819,0,21804,938,2245,735,0,0,3496,0,0,0,0,0,14244,0,0,Operating lease (ROU) Asset,,,
1016941,,,,,,,,,,,,,,,,,,,0,920,377,2333,0,123,0,0,0,913,0,19,0,0,0,0,0,0,,,,
1017425,,,,,,,,,,,,,,,,,,,0,6982,5661,33078,930,983,0,0,0,2361,0,0,0,0,0,17091,0,0,,,,
1017555,,,,,,,,,,,,,,,,,,,0,770,0,1238,0,62,0,0,0,406,0,0,0,0,0,0,0,0,,,,
1017564,,,,,,,,,,,,,,,,,,,0,107,0,3618,107,113,0,0,0,832,0,0,0,0,0,2566,0,0,,,,
1017854,,,,,,,,,,,,,,,,,,,0,0,378,3005,25,25,0,0,0,1061,0,0,0,0,0,1541,0,0,,,,
1017939,,,,,,,,,,,,,,,,,,,,106016,103773,823637,,179452,75525,,,90235,,,,,0,240715,33967,69479,Cash Collateral Held by Derivative Counterparty,,,
1017957,,,,,,,,,,,,,,,,,,,0,2463,0,3708,220,314,0,0,0,931,0,0,0,0,0,0,0,0,ATM IN PROCESS,,,
1018927,,,,,,,,,,,,,,,,,,,0,10322,4590,90666,0,23758,5762,0,0,13792,10229,0,0,0,4,29461,0,8739,Investments in Low Income Housing Tax Credits,,,
1157415,,,,,,,,,,,,,,,,,,,0,1809,0,45236,478,948,0,0,0,17495,0,0,245,0,0,24984,0,0,,,,
1160509,,,,,,,,,,,,,,,,,,,208,238,154,6824,700,1164,0,0,0,846,0,0,0,0,0,4422,0,0,,,,
1162017,,,,,,,,,,,,,,,,,,,0,12265,14673,59320,1169,3937,1703,0,0,8036,0,0,0,0,0,20409,0,0,Suspense resources,,,
1163283,,,,,,,,,,,,,,,,,,,0,89,1066,3076,231,238,0,0,0,553,0,0,0,0,0,1130,0,0,,,,
1169650,,,,,,,,,,,,,,,,,,,0,2195,2721,11445,1261,2971,0,0,0,3558,0,0,878,0,0,0,0,0,,,,
1176881,,,,,,,,,,,,,,,,,,,,43283,0,399228,,347856,,,,8089,334807,,,,0,0,0,0,,,,
1176920,,,,,,,,,,,,,,,,,,,0,423,0,2929,0,713,586,0,0,569,0,0,0,0,0,1224,0,0,Unposted Debits,,,
1187001,,,,,,,,,,,,,,,,,,,,12857,0,50062,5687,10504,,,,26701,,,4241,,0,0,0,0,,,,
1187551,,,,,,,,,,,,,,,,,,,0,150,0,1211,359,526,0,0,0,535,0,0,0,0,0,0,0,0,,,,
