IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59620,48033,44466,0,0,2000,1910,0,0,0,0,21384,20222,75531,68564,0,21384,20222,0,0,0,0,11655,3740,7915,33618,18811,5576,0,0,0,0,0,4213,13290,2784,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1357,1345,0,0,0,0,0,0,0,0,,,,,,
1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5106,0,0,1000,815,2000,1975,0,0,0,0,1000,815,7565,7436,0,0,0,0,0,0,0,0,5766,0,0,0,167,0,0,0,0,0,0,0,204,2298,,,,,,,,,,,,,,,,,,,,,,,,,0,2792,0,2765,,,,,,,,,0,0,0,0,0,0,2578,2502,0,0,0,0,0,0,0,0,,,,,,
2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45717,0,0,0,0,8094,6758,0,0,0,0,0,0,108656,94251,0,0,0,40678,34031,0,0,1352,0,1926,3627,897,18421,15918,8838,0,0,0,4625,7928,13032,19039,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,6357,4773,0,0,0,0,0,0,15345,14574,,,,,,
2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19203,10834,10825,0,0,0,0,0,0,300,300,0,0,37582,36639,0,0,0,20320,19667,0,0,17778,0,17778,17456,1405,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11105,498,498,0,0,0,0,0,0,0,0,0,0,16285,15183,0,0,0,8585,8026,500,487,633,597,563,5316,3083,4875,586,0,126,0,0,0,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,153944,57025,56639,0,0,0,0,0,0,0,0,0,0,190977,186890,0,0,0,49221,47557,0,0,38907,19367,23124,50674,2845,26902,5763,399,169,1368,650,812,47,40357,14413,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,38521,37725,0,0,0,0,0,0,27,22,,,,,,
3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8749,346,332,0,0,1203,1147,0,0,0,0,797,756,19165,16932,0,797,756,9110,7956,0,0,441,0,441,2716,2267,6095,0,0,0,0,0,1076,3671,18,1444,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1644,1462,0,0,0,0,0,0,0,0,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,54058,19656,19114,0,0,0,0,0,0,0,0,39939,34911,108074,98753,0,32189,27922,3597,3609,2500,2273,15195,1993,13202,13324,10882,33527,6605,0,0,144,2648,21135,34252,0,978,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,978,978,0,0,0,0,0,0,0,0,,,,,,
3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,102647,61545,58654,0,0,45632,40325,0,0,0,0,0,0,212611,192601,0,0,0,11294,9639,4000,3537,10524,2643,9946,63673,31169,55069,8184,0,0,178,0,6506,6886,218,8128,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9334,8347,0,0,0,0,0,0,0,0,,,,,,
4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22701,4261,4072,0,0,0,0,0,0,0,0,0,0,58467,52879,0,0,0,38933,35206,1000,861,7251,2375,4876,10908,11286,15923,939,0,0,0,0,2590,1762,1042,1178,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2533,2220,0,0,0,0,0,0,0,0,,,,,,
4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47751,7939,7850,1000,848,0,0,0,0,0,0,1000,848,71869,66123,0,0,0,24761,21611,2000,1939,4902,1483,3420,5848,3259,17880,3370,0,0,0,0,7925,23938,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5795,5890,0,0,3000,2996,0,0,10325,10618,0,0,0,1530,1732,0,0,5922,4925,996,999,0,3697,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84015,63204,63124,0,0,0,0,0,0,0,0,0,0,95373,94652,0,0,0,2094,2033,0,0,74484,70090,4394,8760,9955,1453,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,188321,0,0,0,0,18105,15392,0,0,0,0,64585,57026,471104,418364,0,62487,55038,0,0,0,0,20931,8973,11958,45167,81432,107609,39459,0,0,152,3508,72279,73835,569,38008,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,42339,38008,0,0,0,0,0,0,0,0,,,,,,
5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896,3738,91083,0,0,0,0,0,0,0,0,0,0,232550,213566,71290,66951,0,94306,90216,2760,2592,2000,1937,17497,694,17497,45739,14455,50156,59212,0,0,0,0,50187,52313,0,9248,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,8599,7596,705,649,0,0,0,0,0,0,0,0,,,,,,
5751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,49241,1943,1784,6250,4888,0,0,0,0,0,0,6250,4888,122594,115080,0,0,0,38730,31663,0,0,0,31413,0,6284,0,30618,3846,13381,0,0,0,0,6,14983,20799,,,,,,,,,,,,,,,,,,,,,,,,,0,20586,0,20560,,,,,,,,,0,0,0,0,0,0,19331,19096,0,0,0,0,0,0,10742,10770,,,,,,
6039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36093,26738,26547,0,0,0,0,0,0,0,0,0,0,38452,38002,0,0,0,1520,1434,500,452,20669,2981,17688,10665,3341,2921,215,0,0,0,0,0,0,192,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,192,0,0,0,0,0,0,0,0,,,,,,
6329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126136,0,0,0,0,0,0,0,0,0,0,0,0,218302,195615,0,0,0,14589,12757,26000,24392,10809,0,10809,25004,26494,22213,0,0,0,0,0,29733,78314,0,3048,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,126295,108047,0,0,0,0,0,0,3804,3048,0,0,0,0,0,0,0,0,,,,,,
7009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,78541,27364,27350,0,0,0,0,0,0,0,0,0,0,80138,78541,0,0,0,52774,51191,0,0,23112,6671,16441,24485,19168,11776,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75713,0,0,0,0,0,0,0,0,0,0,312,296,157777,141046,0,312,296,59359,53733,0,0,157,19,138,1602,5188,40370,8811,0,0,0,288,45113,8204,3262,28362,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3488,3253,0,0,56473,50353,0,0,0,0,0,0,34341,29725,0,0,0,0,0,0,0,0,,,,,,
7072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,25891,0,0,0,0,26755,23544,0,0,0,0,44094,37488,41176,36154,0,6821,5138,3308,2803,0,0,4306,2200,104,7220,3853,24265,6996,2000,3,41,91,11572,20706,0,1199,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1655,1199,0,0,0,0,0,0,0,0,,,,,,
7456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19799,0,0,0,0,0,0,0,0,0,0,0,0,34195,32130,0,0,0,30591,28780,500,493,3897,1151,2745,6372,2243,17820,1620,0,1,3,0,175,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
7634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3250,598,585,0,0,0,0,0,0,0,0,0,0,14008,12331,0,0,0,6707,5653,0,0,640,0,640,741,826,5264,159,0,2,55,159,2992,1475,18,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,,,,,,
8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,49213,3974,3857,0,0,0,0,0,0,0,0,0,0,106308,98815,0,0,0,25395,23429,0,0,4143,866,3277,18089,8292,22844,0,0,0,331,2708,17963,24445,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3827,0,0,0,0,0,0,0,0,0,0,0,0,20057,18324,0,0,0,1031,1022,915,1000,3242,0,3242,5611,1398,2068,0,0,0,0,0,5337,668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18038,12970,12532,0,0,0,0,0,0,0,0,0,0,46715,45032,0,0,0,0,0,0,0,17681,29,17681,13963,0,0,0,0,0,166,569,7803,0,976,3845,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,4170,4112,0,0,0,0,0,0,0,0,,,,,,
9553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47222,2005,1897,0,0,2798,2605,0,0,0,0,31583,29406,41431,36289,0,31583,29406,13835,12285,0,0,3656,1643,2784,7592,4633,21354,10672,55,105,186,312,4988,6846,503,6199,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,8182,6702,0,0,0,0,0,0,0,0,,,,,,
9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,346448,64733,64718,32681,29321,25397,24073,0,0,0,0,180605,172713,358565,351043,0,78660,77528,181052,179872,0,0,182989,74685,107613,57561,18448,140707,3487,452,239,0,0,27670,100786,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17199,15669,46768,43582,70184,66711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45521,7671,7361,0,0,3004,2756,0,0,0,0,0,0,60207,56573,0,0,0,31785,29774,0,0,14521,4934,10052,21740,14204,4815,0,0,0,0,0,304,0,519,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,520,519,0,0,0,0,0,0,0,0,,,,,,
10250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81977,9493,8900,0,0,1000,955,0,0,0,0,65564,55318,193451,174505,0,65564,55318,54312,50790,1750,1668,7257,2451,4806,24857,28282,79608,3717,684,0,731,1441,57106,36386,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,52761,12772,12362,0,0,500,500,0,0,0,0,0,0,62827,56417,0,0,0,19034,16303,500,500,5547,526,5547,11373,5884,16572,1823,0,0,0,0,3798,4929,1081,4885,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7375,5966,0,0,0,0,0,0,0,0,,,,,,
11145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1735,0,0,0,0,10950,9187,0,0,0,0,0,0,140302,123896,0,0,0,80860,67932,2500,2133,371,8641,2150,996,1765,56594,15024,0,0,3,0,0,9720,7805,21200,,,,,,,,,,,,,,,,,,,,,,,,,0,8050,0,8107,0,0,10172,9720,0,0,3,3,0,0,0,0,0,0,2537,2496,0,0,0,0,0,0,0,0,,,,,,
11640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,51150,0,0,0,0,0,0,0,0,0,0,0,0,121005,105540,0,0,0,79932,70627,0,0,7928,1059,6870,9115,11009,62314,5794,0,0,0,0,615,8687,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
11837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46177,7405,7391,0,0,4484,4354,0,0,0,0,0,0,66909,60065,0,0,0,6035,5408,4923,4432,8881,3464,5417,4868,4479,9346,3670,0,0,0,0,7720,19711,1390,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1407,1390,0,0,0,0,0,0,0,0,,,,,,
12030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,53719,52569,51746,0,0,0,0,0,0,0,0,189,189,55736,54925,0,0,0,0,0,0,0,29828,33196,0,21918,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
12142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47452,0,0,0,0,0,0,0,0,0,0,52346,46883,77106,64977,0,21,21,51685,41325,0,0,151,255,151,1342,5057,33495,21126,29,324,0,0,7248,36243,5081,6972,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2611,2335,5695,5538,0,0,0,0,0,0,0,0,,,,,,
12311,0,0,37574349,6112371,6110737,0,0,2166502,2009056,0,0,10000,10000,15036319,12730637,30359048,27454237,0,1673,1424,3555659,3378108,0,0,5449817,4234885,2277660,2179161,920385,2254353,237904,14103,0,22,0,721480,18802305,650202,10161595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18739,16318,0,0,215341,201971,0,218289,0,234080,5747819,4904277,3799118,3269904,3208386,2707024,8787226,7344816,0,0,0,0,4541934,3829136,3439937,2992153,0,0,0,0,0,0,124382,112601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72754,56220,86886,80780,148591,142486,0,0,72754,56220,31962,30397,127129,95431,0,0,0,0,1417659,1177599,2325348,1626431,0,0,98259,88005,-642308,0,,,,6110737,,,,,,,,,15036319,,,27454237,,1673,,,3378108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
