"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
9807																																																																																																																																		2592647	29265	0	1557	2275690	68754	55025	13729	0	180605	0	147924	0	32681	81931	245909	5927	24797	0	0	0	0	0	0	0	0	0	187197	3968	4293	0	77875	141538	411855	172467	1795740	4026	4026	0	0	0	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163720	81860	0	0	0	81860	171006	411855	172467	1911640	0	82371	86234	1911640	2274133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		213419	1839																																																																																																														
10250																																																																																																																																		675454	4417	0	0	438009	13540	9945	3595	0	65400	0	74177	913	0	12217	178894	1340	1000	400	0	400	0	0	0	0	0	0	16534	101	4412	250	11771	26965	280983	79827	320566	0	0	0	0	0	0	1739	870	0	0	0	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14653	7327	0	0	0	7327	26965	280983	79827	338336	0	56197	39914	338336	438009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																		287982	2886																																																																																																														
11145																																																																																																																																		443207	3834	0	0	323887	15496	11462	4034	0	0	0	0	0	0	12638	54559	32816	10950	7168	0	7168	0	0	0	0	0	0	27848	58	1590	538	19535	24424	68391	103797	231149	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26006	68391	103797	238074	0	13678	51899	238074	323887	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		385730	2716																																																																																																														
11837																																																																																																																																		148864	1022	0	0	89426	7578	7226	352	0	0	0	0	0	0	12728	44162	5535	4484	0	0	0	0	0	0	0	0	0	3942	78	265	177	3422	20032	44779	31973	59945	22	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5909	2955	0	0	0	2955	20032	44779	31973	64481	0	8956	15987	64481	89426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030																																																																																																																																		610695	11399	0	7412	432279	96528	81934	14594	0	189	189	0	0	0	55737	0	0	0	8005	0	8005	0	0	0	0	0	0	39700	0	408	0	39292	142708	32012	80408	367778	1942	1942	0	0	0	1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23627	11814	0	0	0	11814	142708	32012	80408	385673	0	6402	40204	385673	424867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																																																																																																																																		318417	2385																																																																																																														
12311	138717	0	0	0	0	0	0	6289659	6289659	0	1363745	0	0	0	0	0	0	7806338	1030177	444873	0	0	0	0	0	0	0	0	133516	133516	132894	0	0	0	0	622	0	0	4854890	970978	0	0	0	962601	8377	26933	23218174	0	1220345	0	0	249232	0	971113	0	1469038	0	0	1469038	0	0	0	0	0	1469038	0	1065487	444873	0	0	0	0	0	0	0	58762	0	1598231	1112183	0	0	0	0	0	0	139606246	6066	6579630	23435133	11752778	5383005	357196	0	0	0	0	516921	2718343	974181	633228	0	0	0	0	0	439233	168903	0	6555093	28031971	10628147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41080	7825	0																			0	0	0	0																																																																																										
12647																																																																																																																																		200342	1183																																																																																																														
12946																																																																																																																																		2906921	30801	0	1345	2410402	68458	42465	25993	0	0	0	0	0	0	37850	426919	179816	12201	5775	0	5775	0	0	0	0	0	0	202880	127	6064	2411	124662	80542	492693	552916	1833242	3579	3579	0	0	0	3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299444	149722	0	0	0	149638	80542	492693	552916	2014875	0	98539	276458	2014875	2409057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																		3113502	22479	0	0	2409245	163357	142704	20653	0	26021	0	26021	0	0	99744	275769	3829	80548	0	0	0	0	0	0	0	0	0	109659	0	2108	0	89570	242609	333204	890478	1652773	1789	1789	0	0	0	1789	358	179	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263083	131542	0	0	40679	90862	242609	333204	931336	1777788	0	66641	465668	1777788	2409245	11403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		62598	748	0	58	55310	6906	5290	1616	0	0	0	0	0	0	1182	1361	366	0	1186	0	1186	0	0	0	0	0	0	3034	0	0	0	2299	6476	4163	16681	35497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	108	0	0	0	108	6476	4163	16681	35996	0	833	8341	35996	55252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																		58270	452																																																																																																														
14155																																																																																																																																		389444	4435																																																																																																														
14650																																																																																																																																		89685	1104																																																																																																														
14753																																																																																																																																		57277	572																																																																																																														
14865																																																																																																																																		852716	6454																																																																																																														
14977																																																																																																																																		58003	643																																																																																																														
16551																																																																																																																																		449136	4781																																																																																																														
17110																																																																																																																																		174457	279																																																																																																														
17147																																																																																																																																		18292298	189537	0	14476	15189400	273900	181463	92437	0	2134195	335676	1114832	682187	1500	114534	954350	802373	12954	0	0	0	0	0	0	0	0	0	1782909	1869	9830	28598	823992	635683	2220426	3858989	11060735	35113	35113	0	0	0	35113	34505	17253	0	0	0	17253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1986989	993495	0	0	1148	992346	635683	2334684	3860587	12426431	0	466937	1930294	12426431	15174924	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		71733	216	0	0	47424	3335	3064	271	0	300	0	300	0	0	2287	16311	1022	0	5	0	5	0	0	0	0	0	0	4642	46	388	0	4193	5814	17275	14175	36194	140	140	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5814	17275	14175	36821	0	3455	7088	36821	47424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																																																																																																																																		743080	5921	0	1047	402855	8796	4939	3855	0	0	0	0	0	0	87882	291602	9024	501	0	0	0	0	0	0	0	0	0	32939	1281	1831	90	24713	94114	325924	84284	279944	0	0	0	0	0	0	2763	1382	0	0	0	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12562	6281	0	0	0	6281	94114	325924	84284	294820	0	65185	42142	294820	401808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17978																																																																																																																																		314016	1436																																																																																																														
18050																																																																																																																																		947234	6607	0	0	603129	32670	27519	5151	0	0	0	0	0	0	61607	288037	25146	16989	0	0	0	0	0	0	0	0	0	32399	1331	2565	610	27893	98565	295753	182905	425626	103	103	0	0	0	103	955	478	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46000	23000	0	0	827	20863	98565	295753	184428	447667	0	59151	92214	447667	603129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																																																																																																																																		2700157	22079	0	0	1995947	41608	27149	14459	0	0	0	0	0	0	166703	166931	29949	16251	0	0	0	0	0	0	0	0	0	217529	4898	11430	0	132528	228678	194705	784287	1451749	795	795	0	0	0	795	5698	2849	0	0	0	2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18592	9296	0	0	0	9296	228678	194705	784287	1528688	0	38941	392144	1528688	1995947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																																																																																																																																		218835	1802																																																																																																														
18854																																																																																																																																		1681902	17772	0	289	1435828	222308	202887	19421	0	0	0	0	0	0	6906	54572	6800	5500	0	0	0	0	0	0	0	0	0	58994	464	725	573	57232	219498	88722	126558	1272392	1460	1460	1409	0	0	51	1035	518	480	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	750	750	0	0	0	750	90314	45157	2	0	248	44907	222382	88762	127133	1354509	0	17752	63567	1354509	1435539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		141613	1297	0	0	116917	3397	1286	2111	0	0	0	0	0	0	342	6974	7618	2000	4370	0	4370	0	0	0	0	0	0	7294	0	0	0	6514	1628	13455	37277	91645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5065	2533	0	0	0	2532	1628	13455	37527	95462	0	2691	18764	95462	116917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																																																																																																																		425564	4137	0	1047	279235	71025	70976	49	0	5708	5685	22	0	0	23427	59505	13678	6772	0	0	0	0	0	0	0	0	0	16992	165	515	135	16177	103360	60091	51034	219489	1960	1960	0	0	0	1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21283	10642	0	0	0	10642	103360	60091	51034	232091	0	12018	25517	232091	278188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972																																																																																																																																		114422	429	0	0	49371	26382	0	26382	0	27432	38	23790	3634	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	6936	0	0	0	5466	38	50172	50667	12533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	50172	50667	12533	0	10034	25334	12533	49371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																																																																																																																																		192915	1847																																																																																																														
20633																																																																																																																																		366332	2758																																																																																																														
20857																																																																																																																																		625653	2071	0	0	426764	13987	4285	9702	0	96006	61451	37489	3155	969	24974	107092	3728	1014	0	0	0	0	0	0	0	0	0	22193	308	2542	162	13770	95589	157492	35666	345748	2251	2251	0	0	0	2251	38	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18286	9143	0	0	0	9143	97159	157492	35666	377230	0	31498	17833	377230	426764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																																																																																																																																		12047	125																																																																																																														
21359																																																																																																																																		73332	479																																																																																																														
21658																																																																																																																																		217060	2384																																																																																																														
22048																																																																																																																																		312925	3850																																																																																																														
22543																																																																																																																																		361789	2614																																																																																																														
22552																																																																																																																																		129070	912	0	0	101721	3235	2717	518	0	997	0	0	997	0	5500	10928	0	71	0	0	0	0	0	0	0	0	0	5129	0	898	0	4231	8835	17342	16390	89215	691	691	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8835	17342	16390	90058	0	3468	8195	90058	101721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																																																																																																																																		260453	1742	0	0	164423	3573	2576	997	0	0	0	0	0	0	14077	91748	25513	0	60	0	60	0	0	0	0	0	0	13033	72	356	425	12173	17425	93161	54323	109306	0	0	0	0	0	0	510	255	180	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5394	2697	0	0	256	2441	18085	100081	55292	111822	0	20016	27646	111822	164423	0	0	0	0	0	0	0	0	28	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23456																																																																																																																																		368469	3226	0	0	265353	10694	7129	3565	0	562	0	0	562	0	0	90487	1091	0	2612	0	2612	0	0	0	0	0	0	17050	34	522	0	11503	8254	103047	73312	192317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16015	8008	0	0	0	8008	8254	103047	73312	204906	0	20609	36656	204906	265353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23504																																																																																																																																		13534262	77812	0	0	10511621	410767	361223	49544	0	588000	120200	469287	0	13000	368301	342854	21998	173400	0	0	0	0	125460	0	0	0	0	829301	26138	64877	26641	498267	876373	928417	3578957	7970648	26508	26508	0	0	0	26508	11254	5627	0	0	0	5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370550	185275	0	0	0	185275	876373	1082361	3580987	8399560	0	216472	1790494	8399560	10511621	138669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		361990	2695																																																																																																														
23755																																																																																																																																		314115	1964	0	0	210345	10927	5523	5404	0	37710	0	41748	1764	0	7839	44923	978	0	1450	0	1450	0	0	0	0	0	0	15771	194	957	25	12997	14734	97241	59048	150185	0	0	0	0	0	0	0	0	0	0	0	0	82	16	0	0	0	16	82	82	0	0	0	82	0	0	0	0	0	0	127	64	0	0	0	64	14734	97241	60832	150347	0	19448	30416	150347	210345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006																																																																																																																																		2059006	17171	0	539	1427235	66724	52651	14073	0	0	0	0	0	0	163693	99094	3424	12080	160919	0	160919	0	14374	0	0	0	394	219487	3280	2533	751	108882	219749	276619	337363	1131961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93847	46924	0	0	0	46924	221985	276619	337363	1196102	0	55324	168682	1196102	1426696	13980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24378																																																																																																																																		74866	312																																																																																																														
24659																																																																																																																																		110870	589	0	0	50196	5254	4491	763	0	22873	20453	2420	0	0	22771	5204	0	12	0	0	0	0	0	0	0	0	0	3004	0	0	0	1837	47715	8387	12027	41728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47715	8387	12027	41728	0	1677	6014	41728	50196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																																																																																																																																		492890	6207	0	2492	311222	69182	65419	3763	0	94226	41613	52613	0	0	10000	44729	0	0	686	0	686	0	0	0	0	0	0	22234	1051	530	0	19840	118083	102321	33181	246377	2587	2587	0	0	0	2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34967	17484	0	0	0	17484	118083	102321	33181	272129	0	20464	16591	272129	308730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357																																																																																																																																		611924	6492	0	348	519590	54484	3384	51100	0	19988	2715	1892	15197	184	27	12841	0	7431	12519	0	12519	0	0	0	0	0	0	20776	4	769	58	19630	9140	79121	117426	401132	1338	1338	0	0	0	1338	444	222	0	0	0	222	14	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	40123	20062	0	0	0	20062	9140	79121	117426	427038	0	15824	58713	427038	519242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647																																																																																																																																		368030	3650	0	252	271852	43961	37505	6456	0	0	0	0	0	0	1998	19524	0	5573	0	0	0	0	0	0	0	0	0	12723	0	1315	0	9773	39776	27295	96248	208970	0	0	0	0	0	0	0	0	0	0	0	0	624	125	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	13538	6769	0	0	0	6769	39776	27295	96248	218269	0	5459	48124	218269	271600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																																																																																																																																		4385094	44786	0	1890	3435662	934716	668600	266102	0	5439	0	5457	0	0	9246	172627	0	5623	0	0	0	0	0	0	0	0	0	180208	10049	4393	11462	133474	765015	459458	609721	2550472	126	126	0	0	0	126	32701	16351	0	0	16351	0	9135	1827	0	1827	0	0	0	0	0	0	0	0	55531	55531	0	0	0	55531	557337	278669	0	0	0	278669	765015	461285	626072	2942949	0	92257	313036	2942949	3433772	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																																																																																																																																		953415	6530	0	0	637383	33250	9743	23516	0	0	0	0	0	0	17612	150376	25891	12500	4115	0	4115	0	0	0	0	0	0	84585	6911	6827	169	53556	34329	184834	316133	427909	156	156	0	0	0	156	370	185	0	0	0	185	825	165	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34329	184834	316665	438715	0	36967	158333	438715	637383	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27614																																																																																																																																		557720	1647	0	0	238954	32780	25792	6988	0	0	0	0	0	0	64040	177305	25789	0	0	0	0	0	0	0	0	0	0	31840	380	506	0	28300	90212	238802	167542	100489	154	154	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90212	238802	167542	107408	0	47760	83771	107408	238954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
