"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
916745																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2041	7290	0	1871		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
916857																																																																																																																																																								0	0	0	0				0	0	0	3507	0		450		0			0	0	0	0	0	0																																																								0	0									
917050																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2502	2243	0	690		0		0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
917500																																																																																																																																																								0	0	0	0				0	0	0	8479	3118		0		827			0	0	0	0	0	0																																																								0	0									
917555																																																																																																																																																								0	0	0	0				0	0	0	406	0		0		2827			0	0	0	0	0	0																																																								0	0									
917630																																																																																																																																																								362	0	0	0	0	0	0	0	0	0	1290	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
917742																																																																																																																																																								1118	0	0	0	0	0	11239122	0	0	0	1190483	0	0	176838	7674	92548	9238	0	0	0	0	0	0	0	0	0	0	0	150500	589027	0	0	0	0	0	0	0	0	0	0	489392	0	0	0	417226	0	0	0	0	0	0	0	2972666	0	0	0	103650	2836	0	0	203862	2852	0	0	1026	0	0	0	12975	0	0	0	9323574	589027	0	0	69	74	0	0	0	0	0	0	0	0	0	466536	229247	
917854																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2134	0	0	370		345		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
918132																																																																																																																																																								0	0	0	0				0	0	0	5348	0		90		0			0	0	0	0	0	0																																																								0	0									
918150																																																																																																																																																								0	0	0	0				0	0	0	0	0		75		0			0	0	0	0	0	0																																																								0	0									
918356																																																																																																																																																								0	2350	0	0				0	0	0	4102	721		85		36			0	0	0	0	0	0																																																								0	0									
918477																																																																																																																																																								0	0	0	0				0	0	0	5098	0		0		0			0	0	0	0	0	0																													200000																				0							0	0									
918655																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
918776																																																																																																																																																								0	0	0	0				0	0	0	762	0		0		0			0	0	0	0	0	0																																																								0	0									
918879																																																																																																																																																								0	0	0	0				0	0	0	3762	0		0		0			0	0	0	0	0	0																																																								0	0									
918918	5142	0	0	0	0	0	6339365	0	0	0	0	84771	0	70522	0	0	0	215330	0	0	0	0	0	0	0	0	0	0	0	1036290	0	20843	0	0	0	0	0	0	0	0	0	740575	24658	3504	0	740575	24658	3504	0	0	49317	27851	6339365	18916	0	0	0	51673	1400	504	0	50105	1400	496	289792	670	0	0	2853	812	0	0	47323	0	2713854	2284393	0	1420	1420	0	0	0	33200	33200	0	0	0	0	0	0	0	0	26750	33200	33200	0	0	0	0	33200	0	0	0	0	0	33200	0	0	0	0																																					0	84771	0	0	68646																																																																																										
918954																																																																																																																																																								0	0	0	0				0	0	0	5005	0		265		0			0	0	0	0	0	0																													0																				719							0	0									
919344																																																																																																																																																								0	0	0	0				0	0	0	1619	0		0		0			0	0	0	0	0	0																																																								0	0									
919456																																																																																																																																																								0	0	0	0				0	0	0	19345	0		45		327			0	0	0	0	0	0																													5562																				0							0	0									
919568																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
919773																																																																																																																																																								0	0	0	0				0	0	0	9583	0		0		0			0	0	0	0	0	0																																																								0	0									
920210																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2948	0	0	19		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
920359																																																																																																																																																								0	0	0	0				0	0	0	4	1621		0		0			0	0	0	0	0	0																																																								0	0									
920733																																																																																																																																																								0	20095	0	0				0	0	0	1190	0		232		0			0	0	0	0	0	0																																																								0	0									
920854																																																																																																																																																								510	0	0	0				0	0	0	15226	0		0		0			0	0	0	0	0	0																													7362																				0							2769	0									
920975																																																																																																																																																								0	0	0	0				0	0	0	6541	0		790		41			0	0	0	0	0	0																																																								0	0									
921039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	32867	0	0	1236		646		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921178																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	29243	0	0	600	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921655																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
921879																																																																																																																																																								0	0	0	0				0	0	0	6024	0		0		0			0	0	0	0	0	0																																																								0	0									
921936																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
922157																																																																																																																																																								0	0	0	0				0	0	0	976	0		1164		0			0	0	0	0	0	500																																																								0	0									
922344																																																																																																																																																								0	143300	0	0				0	0	0	8591	0		892		0			0	0	0	0	0	0																																																								0	0									
922559																																																																																																																																																								0	0	0	0				0	0	0	2422	0		1305		0			0	0	0	0	0	0																													1306																				0							0	0									
922924																																																																																																																																																								0	0	0	0				0	0	0	9553	6605		2468		0			0	0	0	0	0	0																																																								0	0									
923257																																																																																																																																																								0	9000	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
923350																																																																																																																																																								0	0	0	0				0	0	0	0	0		11		0			0	0	0	0	0	0																																																								0	0									
923707																																																																																																																																																								952	0	0	0				0	0	0	58741	0		701		3653			0	0	0	0	0	0																																																								0	0									
923752																																																																																																																																																								0	7450	0	0				0	0	0	14231	9519		13137		0			0	0	0	0	0	0																																																								0	0									
923855																																																																																																																																																								50	0	0	0				0	0	0	540	0		0		0			0	0	0	0	0	0																																																								0	0									
923949																																																																																																																																																								0	0	0	0				0	0	0	738	0		0		20			0	0	0	0	0	0																																																								0	0									
924058																																																																																																																																																								0	0	0	0				0	0	0	0	0		1650		0			0	0	0	0	0	0																													2198																				0							0	2485									
924236																																																																																																																																																								0	0	0	0				0	0	0	1736	5528		1218		0			0	0	0	0	0	0																																																								0	0									
924254																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		30			0	0	0	0	0	0																																																								0	0									
924357																																																																																																																																																								0	0	0	0				0	0	0	1100	2312		95		38			0	0	0	0	0	0																																																								0	0									
924553																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
924937																																																																																																																																																								0	26500	0	0				0	0	0	3390	2028		100		0			0	0	0	0	0	0																																																								0	0									
925037																																																																																																																																																								3499	4580	0	0				0	0	0	15641	10954		10604		544			0	0	0	0	0	0																													14960																				13000							0	0									
925055																																																																																																																																																								0	0	0	0				0	0	0	0	0		75		0			0	0	0	0	0	0																																																								0	101									
925354																																																																																																																																																								0	37644	0	0				0	0	0	0	0		3545		0			0	0	0	0	0	0																																																								0	0									
925411																																																																																																																																																								0	0	0	17625017				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
925653																																																																																																																																																								0	0	0	0				0	0	0	1028	0		300		7350			0	0	0	0	0	44																																																								0	0									
926632																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	14294	0	0	0		53		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926650																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
926959																																																																																																																																																								0	0	0	0				0	0	0	250	0		260		0			0	0	0	0	0	0																																																								0	0									
927077																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	3556	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
927134																																																																																																																																																								0	0	0	0				0	0	0	4456	0		570		0			0	0	0	0	0	0																																																								0	0									
927479																																																																																																																																																								0	0	0	0				0	0	0	53625	0		0		0			0	0	0	0	0	0																													115000																				0							0	0									
928056																																																																																																																																																								0	0	0	0				0	0	0	1558	0		4024		0			0	0	0	0	0	0																													726																				0							0	0									
928421																																																																																																																																																								0	0	0	0				0	0	0	140435	0		0		14052			0	0	0	0	0	0																													0																				277959							0	0									
928618																																																																																																																																																								0	139193	0	0				0	0	0	90756	0		5006		3211			0	0	0	0	0	4668																													210518																				0							0	0									
929352																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	552736	0	0	9587	0	5896	0	0	0	0	0	0	0	556	0	0	0	0	1065434	0	0	0	0	0	0	0	0	0	0	0	268164	0	0	0	0	0	0	0	0	0	0	0	1333598	0	0	0	0	0	0	0	0	0	0	0	4736	0	0	0	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
929932																																																																																																																																																								0	0	0	0				0	0	0	15988	0		2434		21			0	0	0	0	0	695																																																								0	0									
929978																																																																																																																																																								0	108000	0	0	0	0	78000	0	0	0	82871	35071	0	6318	6318	814	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78000	0	0	0	0	0	0	0	0	0	0	0	4211	0	0	0	153	0	0	0	0	0	69000	0	1	0	0	0	0	0	0	0	0	0	0	11676	0	
930358																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	475	22211	0	50	50	3	2	0	0	0	0	0	0	11637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
930442																																																																																																																																																								0	0	0	0				0	0	0	6032	0		4245		0			0	0	0	0	0	0																																																								0	0									
930853																																																																																																																																																								0	15000	0	0	0	0	0	0	0	0	403	5009	0	464		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
930965																																																																																																																																																								4162	0	0	0	0	0	0	0	0	0	8828	0	0	12544	0	0	0	0	0	0	0	0	0	62885	0	0	0	0	0	13600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13600	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	193	0	0	0	0	0	0	0	0	0	40530	0	0	0	0	0	0	0	0	0	
931038																																																																																																																																																								0	47042	0	0				0	0	0	17847	0		0		12505			0	0	0	0	0	0																													1488																				0							0	0									
931047																																																																																																																																																								0	20750	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
931159																																																																																																																																																								0	0	0	0				0	0	0	0	2292		0		0			0	0	0	0	0	0																																																								0	0									
931207																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
931270																																																																																																																																																								0	0	0	0				0	0	0	4651	0		0		0			0	0	0	0	0	0																																																								0	0									
931355																																																																																																																																																								0	0	0	0				0	0	0	326	0		106		0			0	0	0	0	0	0																																																								0	0									
931458																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
931944																																																																																																																																																								0	0	0	0				0	0	0	2154	112		0		1288			0	0	0	0	0	0																													9																				0							0	0									
932633																																																																																																																																																								0	0	0	0				0	0	0	426	0		0		0			0	0	0	0	0	0																																																								0	46									
932642																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
932745																																																																																																																																																								0	0	0	0				0	0	0	12486	0		558		270			0	0	0	0	0	0																																																								0	0									
932978																																																																																																																																																								0	0	0	0	0	0	869894	0	0	0	527871	34319	0	34374	0	528	0	0	0	0	0	0	0	0	0	0	0	0	8000	7715	0	0	0	0	0	0	0	0	0	0	59716	0	0	0	359716	0	0	0	0	0	0	0	1297326	7715	0	0	0	0	0	0	0	0	0	0	19828	57	0	0	19210	53	0	0	0	0	434947	0	5	66	0	0	0	0	0	0	0	0	0	8020	65643	
933023																																																																																																																																																								0	81100	0	0				0	0	0	163081	0		32		26458			0	0	0	0	0	0																													37404																				0							0	0									
933041																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2997	0	0	1033		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
933256																																																																																																																																																								0	200000	0	0	0	0	1108488	0	0	0	226651	0	0	15853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72548	0	0	0	0	0	0	0	0	0	0	0	35747	0	0	0	0	0	0	0	0	0	0	0	1216783	0	0	0	0	0	0	0	0	0	0	0	10411	0	0	0	6768	0	0	0	0	0	1010494	0	0	72	0	0	26215	0	0	0	0	0	0	0	2604	
933340																																																																																																																																																								0	0	0	0				0	0	0	24	949		0		0			0	0	0	0	0	0																																																								0	0									
933377																																																																																																																																																								615	0	0	0	0	0	277172	0	0	0	108888	0	0	150	0	500	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278381	0	0	0	0	0	0	0	0	0	0	0	2934	0	0	0	0	0	0	0	0	0	277172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
933621																																																																																																																																																								0	0	0	0	0	0	468555	0	0	0	180516	17536	0	11822	0	57143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39293	0	0	0	39293	0	0	0	0	0	0	0	365691	0	0	0	1422	0	0	0	1422	0	0	0	4252	0	0	0	457	0	0	0	181450	0	299105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
933966																																																																																																																																																								264	0	0	0	0	0	2073013	0	0	0	111024	0	0	49736	0	11503	0	0	0	0	0	0	0	38873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2073013	0	0	0	0	0	0	0	0	0	0	0	16829	0	0	0	28	0	0	0	0	0	1686506	0	0	0	0	0	415619	0	0	0	0	0	0	0	0	
933975																																																																																																																																																								474	0	0	0				0	0	0	110313	0		269		3277			0	0	0	0	0	0																													17913																				0							0	0									
934271																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
934329	0	0	0	0	0	0	1392000	0	0	0	28000	0	0	146000	10000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	1392000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41000	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77000	44000	430000																																																																																										
934673																																																																																																																																																								0	0	0	0				0	0	0	10643	31		817		0			0	0	0	0	0	175																																																								0	0									
935250																																																																																																																																																								0	0	0	0				0	0	0	17608	0		574		0			0	0	0	0	0	0																																																								0	0									
935308																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	2950	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
935559																																																																																																																																																								0	0	0	0				0	0	0	2574	4661		1360		0			0	0	0	0	0	0																																																								0	0									
935577																																																																																																																																																								0	0	0	0				0	0	0	104	0		44		0			0	0	0	0	0	0																																																								0	0									
935719																																																																																																																																																								0	0	0	0				0	0	0	15377	2152		273		0			0	0	0	0	0	0																																																								0	0									
936136																																																																																																																																																								0	0	0	0	0	0	521524	0	0	0	196487	0	0	17419	0	13096	0	0	0	0	0	0	0	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	0	0	20819	0	0	0	16450	0	0	0	0	0	0	0	566293	0	0	0	0	0	0	0	0	0	0	0	6009	0	0	0	7378	0	0	0	0	0	97875	0	8	44	0	0	0	0	0	0	0	0	0	6725	32296	
936426																																																																																																																																																								0	131150	0	0	0	0	2161014	0	0	0	720782	0	0	27063	0	38032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169546	0	0	0	169546	0	0	0	0	0	0	0	500000	0	0	0	70504	0	0	0	70956	0	0	0	0	0	0	0	18247	0	0	0	2000106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
936462																																																																																																																																																								0	0	0	0	0	0	789474	0	0	0	242518	0	0	16844	0	4005	0	0	0	0	0	0	0	68373	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	19505	0	0	0	17203	0	0	0	0	0	0	0	4	0	0	0	789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
936583																																																																																																																																																								0	0	0	0				0	0	0	104800	0		107		0			0	0	0	0	0	0																													9886																				0							0	0									
936640																																																																																																																																																								0	0	0	0				0	0	0	2032	0		901		0			0	0	0	0	0	0																													987																				0							0	0									
936837																																																																																																																																																								0	6200	0	0				0	0	0	5893	0		0		0			0	0	0	0	0	0																													2802																				0							0	0									
936855	673	72478	0	0	0	0	7102338	0	0	0	977449	5349134	0	441176	25902	0	0	0	0	0	0	0	0	0	0	0	0	0	11253	30810	0	0	0	0	0	0	0	0	0	0	7043	0	0	0	0	0	0	0	0	0	0	0	7102338	30810	0	0	0	0	0	0	0	0	0	0	211971	370	0	0	127121	296	0	0	116289	18296	0	3051169	0	4	10	0	0	0	0	0	0	0	0	0	34301	139339	0	124985	2590453	34301	139339	0	0	0	3478	11429	19394	0	0	0	10812	118527	10000	0	0	0	203776	0	0	8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3076722	2272412	7984858	203548	736555																																																																																										
937339																																																																																																																																																								0	3650	0	0	0	0	0	0	0	0	183	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
937553																																																																																																																																																								134	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
937740																																																																																																																																																								0	0	0	0				0	0	0	63170	12291		872		0			0	0	0	0	0	0																													2737																				0							0	0									
937759																																																																																																																																																								0	2500	0	0				0	0	0	0	954		25		0			0	0	0	0	0	0																																																								0	0									
937834																																																																																																																																																								202	0	0	0				0	0	0	856	0		0		0			0	0	0	0	0	0																																																								0	0									
937843																																																																																																																																																								0	0	0	0				0	0	0	2021	0		0		0			0	0	0	0	0	0																																																								0	0									
938354																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
938550																																																																																																																																																								0	6750	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
938859																																																																																																																																																								0	0	0	0				0	0	0	0	0		1233		0			0	0	0	0	0	51																																																								0	0									
939070																																																																																																																																																								0	3000	0	0				0	0	0	18576	0		0		0			0	0	0	0	0	0																																																								0	0									
939249																																																																																																																																																								0	0	0	115152	0	0	0	0	0	0	35336	779	0	5104	5104	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	4091	0	0	0	0	0	0	0	0	0	0	0	4503	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	85	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	7920	0	
940021																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	4876	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
940311	2000	300000	0	0	0	0	0	0	0	0	5000	5515000	0	50000	0	3000	0	0	0	0	0	0	0	100000	0	0	0	0	13000	0	0	0	0	0	0	0	0	0	0	0	263000	0	89000	0	263000	0	92000	0	0	0	0	0	526000	0	181000	0	0	0	0	0	0	0	0	0	2000	0	23000	0	2000	0	21000	0	0	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13000	642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5080000	435000	2415000	74000	347000																																																																																										
940674																																																																																																																																																								0	15900	0	0				0	0	0	11022	3312		0		0			0	0	0	0	0	0																													0																				297							0	0									
940731																																																																																																																																																								0	0	0	0				0	0	0	15	0		0		0			0	0	0	0	0	0																																																								0	0									
940852																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
941541																																																																																																																																																								0	0	0	0				0	0	0	2195	0		0		13			0	0	0	0	0	0																																																								0	0									
941804																																																																																																																																																								0	0	0	0				0	0	0	6207	0		0		0			0	0	0	0	0	0																																																								0	0									
942454																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		28			0	0	0	0	0	48																																																								0	0									
942539																																																																																																																																																								0	0	0	0				0	0	0	1033	0		358		175			0	0	0	0	0	0																																																								0	0									
942847																																																																																																																																																								0	0	0	0				0	0	0	783	0		42		290			0	0	0	0	0	0																																																								0	0									
943143																																																																																																																																																								0	0	0	0				0	0	0	0	0		10		0			0	0	0	0	0	0																																																								0	0									
