"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	
2696180																																																																																															0	0	0							335	508	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0				0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	195	0	0	0	0	0	332	0				111	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	3	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2697963																																																																																															0	0	0	0	0	0	0	0	0	328	395	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2700984	0	0	0	40337	15128	3325	1144	727	0	3325	41481	15855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	726	66	0	0	0	0	0	0	0	0	0	0	0	0	0	726	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0	0	0							0	0	0														0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0																						
2702764																																																																																															0	0	0							0	218	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2705112																																																																																															0	0	0							0	575	0				50	0	0	495	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2705895																																																																																															0	0	0	0	0	0	0	0	0	30989	7859	84	0	0	0	9	0	6989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4893	0	0	0	24000	0	0	0	0	0	6989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	84	0	0	0	6989	0	0	0	0	0	0	0	0	0	
2708122																																																																																															0	0	0							2365	4174	1596	0	0	0	2605	1533	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714	0	1010	0	0	0	0	0	641	0				0	292	0	0	0	294	0	0	0	0	0	357	0	0	1176	0	0	1176	2465	1533	0	2465	1533	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	267	63	0	0	0	0	0	0	0	0	0	0	0	0	0	
2713920																																																																																															0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2716088																																																																																															0	0	0							912	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	174	0	0	0	0	0	904	0				0	164	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2718596																																																																																															0	0	0							1375	549	127	0	0	0	72	62	1271	0	0	0	0	0	0	0	0	0				135	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	290	65	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	52	0	12	0	0	0	0	0	0	0	0	0	0	0	0	
2719810																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2723376																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2724766																																																																																															0	0	0							0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2726050																																																																																															0	0	0							6788	1842	88	1397	484	88	173	0	2057	879	0	791	0	0	0	0	0	0				0	0	0	485	88	1397	0	0	0	0	0	0	0	0	0	0	716	20	84	0	0	0	0	0	13397	14636				0	0	0	0	1459	0	217	0	0	0	320	0	0	0	0	0	0	156	0	0	863	0	0	715	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0							0	0	0	0	0	0	0	0	0	4	0	28	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	
2729677																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2730431																																																																																															0	0	0							16064	4537	0	0	0	0	686	0	299	0	0	0	0	0	0	0	0	0				750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	134	0	0	0	0	0	8956	0				0	280	0	0	0	0	1352	1335	0	0	10350	5000	0	0	0	1335	0	4121	3519	0	4732	2752	0	4139	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1394	1335	0	2428							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	
2732565																																																																																															0	0	0							6668	5668	0	204	0	0	2262	0	0	0	0	156	0	0	0	0	0	0				0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	6308	0				0	3280	0	0	0	0	0	0	0	0	4682	1626	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	156	0	0	156	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2733263																																																																																															0	0	0							1700	1106	0	0	0	0	442	0	343	0	0	0	0	0	0	0	0	0				29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	596	0	0	0	0	0	505	0				0	0	0	0	0	0	0	0	0	0	728	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	30	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2734729																																																																																															0	0	0	0	0	0	0	0	0	6641	3258	0	0	0	0	8	0	6641	0	0	0	0	0	0	0	0	0	0	0	0	3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899	0	0	172	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899	0	0	0	0	0	0	0	0	0	
2735137																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2735146																																																																																															23639	0	26812	0	0	0	0	0	0	134571	211534	394703	0	0	0	7776	0	12968	0	0	0	0	0	0	2174	0	5370	0	0	0	1616	0	7957	0	0	27883	0	0	0	39	0	136	0	0	0	0	38795	1157	178329	394703	135	0	0	0	48016	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0	17982	31273	36743	5091	31273	36743	10364	170225	394703	0	0	0	0	170225	394703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4762	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	
2736219																																																																																															0	0	55							18553	39029	660	0	0	0	26459	305	18061	0	0	0	10599	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2276	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	1971	355	437	0	0	0	0	0	0	0	0	0	0	0	0	
2736291																																																																																															1802	0	761	0	0	0	0	0	0	54917	61402	222	0	0	0	3473	222	1900	0	0	0	2962	0	8700	0	0	0	0	0	0	1503	0	3779	40	0	1863	0	0	0	0	0	0	0	0	0	0	11526	285	25902	0	23	0	0	0	71510	0	0	0	0	0	0	0	0	0	0	17095	3939	0	0	23512	1025	0	0	642	0	0	642	0	0	1587	0	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4663	0	1566	0	0	0	0	0	0	0	0	0	0	0	0	
2736451																																																																																															0	0	0	0	0	0	0	0	0	5412	3183	6	17	0	0	120	0	0	0	0	0	0	0	175	0	0	0	0	0	0	223	0	240	18	0	17	0	0	0	12	6	0	0	0	0	0	2261	133	2721	0	0	0	0	0	522	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2015	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	75	0	19	0	0	0	0	0	0	0	0	0	0	0	0	
2736714																																																																																															0	0	0							489	1501	0	0	0	0	1501	0	489	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2737980																																																																																															0	0	0	0	0	0	0	0	0	67665	34681	10286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3559	0	6168	0	0	0	0	0	0	0	0	0	0	0	0	0	56262	1120	22630	9649	2196	400	142	0	45387	0	0	0	0	4211	1824	0	237	667	3448	261	0	0	0	0	0	168	0	980	189	0	1166	2793	3402	35704	1838	922	4729	955	2480	30975	0	0	0	0	0	0	21	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2743244																																																																																															0	0	0	0	0	0	0	0	0	3168	721	41	0	0	0	283	2	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	8	0	0	0	0	0	0	628	0	420	39	0	0	0	0	1407	0	0	0	0	0	0	0	0	0	920	0	0	0	0	737	0	0	0	38	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	81	0	0	0	0	0	0	0	0	0	0	0	0	
2745426																																																																																															0	0	0	0	0	0	0	0	0	176	1266	181	0	0	0	158	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	628	0	0	0	0	0	0	0	0	0	0	0	141	0	181	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2745529																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2746245																																																																																															0	0	0							861	1834	328				482	39	149	0	0	18	0	0	0	0	0	0				0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	1131	273	0	0	0	0	0	0				0	0	0	0	0	0	42	0	0	0	78	0	0	0	0	4	0	146	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0							0	0	0	0	0	0				59	6	21	120	10	23	4	0	96	0	0	0	0	0	0	0	0	0	
2747279																																																																																															0	0	0							186	738	0				0	0	0	171	0	0	0	0	0	0	0	0				231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	330	0	0	0	0	0	186	156				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2747466																																																																																															0	0	0							3135	356	18	1	21	18	61	0	460	0	0	399	0	0	0	0	0	0				0	0	0	21	18	1	0	0	0	0	0	0	0	0	0	0	409	0	113	0	0	0	0	0	123	0				155	0	0	0	0	0	0	0	0	0	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
2747587																																																																																															0	0	0							3833	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	3129	60	4980	0	180	0	0	0	3427	0				891	0	0	0	0	0	0	249	0	0	0	257	0	0	0	0	0	0	126	0	908	126	0	432	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	89	0	28	91	0	146	0	0	0	0	0	0	0	0	0	0	0	0	
2748502																																																																																															0	0	0							12046	7657	6360	0	0	0	263	937	98	76	82	2293	0	0	88	0	0	0				145	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	4374	190	3859	4131	159	0	0	0	1661	0				2417	0	377	121	1442	428	638	0	403	300	2800	0	0	1606	0	0	1965	7	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0							0	0	0	0	0	0	0	0	0	90	9	17	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	
2753917																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2754222																																																																																															0	0	0							161	146	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	146	0	0	0	0	0	130	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	98	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2756730																																																																																															0	0	0							4694	2969	1830	224	225	841	304	761	146	208	0	0	0	0	0	0	0	0				0	0	0	225	841	224	0	0	0	0	0	0	0	0	0	0	734	0	1758	0	48	0	0	0	3817	0				330	0	0	0	0	0	0	0	156	28	1356	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	88	27	59	8	17	16	0	0	0	0	0	0	0	0	0	0	0	0	
2756909																																																																																															0	0	0							2818	50	0	0	0	0	0	0	2573	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	50	0	0	0	0	0	2752	0				0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2757205																																																																																															0	0	0	0	0	0	0	0	0	23098	7483	0	0	0	0	327	0	5772	0	0	0	0	0	0	0	0	0	0	0	0	266	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	2088	0	0	0	0	0	18832	0	0	0	0	0	0	0	0	0	15291	2537	0	0	0	451	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	2265	0	187	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	
2758613																																																																																															0	0	0							12417	10123	561	0	0	0	6541	557	7960	0	0	0	0	0	0	0	0	0				0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2117	0	3349	0	0	0	0	0	7356	0				0	0	0	0	0	26	0	0	0	0	1490	770	0	0	0	0	0	0	0	0	5804	0	0	1431	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	233	0	54	0	0	0	0	0	0	0	0	0	0	0	0	
2759629																																																																																															0	0	0							1966	2227	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0				0	0	0	942	0	1966	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2760232																																																																																															0	0	0							387	1876	1068	0	0	0	1132	0	134	0	0	0	0	0	0	0	0	0				25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	96	0	0	0	0	0	0	125	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	1050	0	719	1050	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	719	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	
2764212																																																																																															0	0	0	0	0	0	0	0	0	6963	5143	0	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	0	1323	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	1091	0	3806	0	0	1117	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2769570																																																																																															0	0	0							349	118	0				74	0	26	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	13	0	0	0	0	0	1	0				0	21	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0							0	0	0	0	0	0				10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2769954																																																																																															0	0	0							1137	437	0				224	0	60	0	0	500	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	213	0	0	0	0	0	500	0				0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2771694																																																																																															0	0	0							10993	12659	2933	0	0	0	5585	546	4436	0	0	0	0	0	0	0	0	0				917	250	674	0	0	0	0	0	0	0	0	0	0	0	0	0	4207	0	1508	0	71	0	0	0	3863	0				0	0	0	0	0	0	3923	0	2000	0	1676	0	0	0	0	0	0	0	8586	2546	5958	3672	2480	2119	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	39	0	0	616	137	0	0	0	0	0	0	0	0	0	0	0	0	0	
2774707																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2775151																																																																																															0	0	0							127	6	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	127	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
